#=====================================================
# File created:        Tue-12-Mar-2024-at-06-50-41AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.322473
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2454.5566  0.2574 
   00001    0.6924   -3782.7734  0.2635 
   00002    0.6144   -4519.4395  0.2614 
   00003    0.5688   -4852.0097  0.2623 
   00004    0.5584   -5226.6938  0.2694 
   00005    0.5140   -5499.8598  0.2606 
   00006    0.5256   -5762.9960  0.2614 
   00007    0.4824   -5828.2029  0.2564 
   00008    0.5148   -5964.7489  0.2614 
   00009    0.4784   -6052.1650  0.2597 
   00010    0.4936   -6269.8263  0.2660 
   00011    0.4780   -6407.5621  0.2652 
   00012    0.4632   -6432.8315  0.2650 
   00013    0.4716   -6529.7681  0.2695 
   00014    0.4672   -6590.8920  0.2785 
   00015    0.4644   -6637.3760  0.2850 
   00016    0.4608   -6665.7606  0.2788 
   00017    0.4628   -6675.4554  0.2806 
   00018    0.4556   -6804.6647  0.2772 
   00019    0.4444   -6796.4130  0.2785 
   00020    0.4456   -6880.7692  0.2753 
   00021    0.4596   -6885.7964  0.2782 
   00022    0.4300   -6911.6309  0.2696 
   00023    0.4436   -6908.2864  0.2660 
   00024    0.4316   -6945.6652  0.2667 
   00025    0.4360   -7007.2283  0.2670 
   00026    0.4436   -7052.4698  0.2607 
   00027    0.4464   -7112.4427  0.2608 
   00028    0.4436   -7084.4773  0.2582 
   00029    0.4424   -7057.4552  0.2529 
   00030    0.4312   -7058.3952  0.2561 
   00031    0.4344   -7138.6560  0.2532 
   00032    0.4296   -7120.8171  0.2575 
   00033    0.4416   -7127.3174  0.2605 
   00034    0.4200   -7121.3248  0.2697 
   00035    0.4452   -7152.5927  0.2798 
   00036    0.4324   -7160.7228  0.2845 
   00037    0.4344   -7200.7769  0.2812 
   00038    0.4208   -7265.2280  0.2871 
   00039    0.4368   -7182.2300  0.2882 
   00040    0.4204   -7232.8700  0.2890 
   00041    0.4240   -7292.6632  0.2918 
   00042    0.4336   -7261.2277  0.2825 
   00043    0.4312   -7289.0839  0.2827 
   00044    0.4168   -7311.8525  0.2763 
   00045    0.4300   -7318.3209  0.2744 
   00046    0.4040   -7308.4510  0.2695 
   00047    0.4216   -7271.9156  0.2640 
   00048    0.4452   -7268.8632  0.2596 
   00049    0.4352   -7242.5391  0.2648 
   00050    0.4248   -7262.1527  0.2643 
   00051    0.4584   -7202.6883  0.2699 
   00052    0.4316   -7259.0723  0.2742 
   00053    0.4428   -7217.2313  0.2761 
   00054    0.4412   -7244.7996  0.2813 
   00055    0.4284   -7256.8334  0.2876 
   00056    0.4136   -7303.0660  0.2781 
   00057    0.4320   -7329.6303  0.2812 
   00058    0.4356   -7318.1024  0.2867 
   00059    0.4112   -7387.9570  0.2776 
   00060    0.4456   -7375.6286  0.2731 
   00061    0.4220   -7288.4474  0.2734 
   00062    0.4396   -7324.9535  0.2815 
   00063    0.4200   -7331.2839  0.2769 
   00064    0.4100   -7308.1338  0.2750 
   00065    0.4220   -7309.0116  0.2737 
   00066    0.4276   -7399.0121  0.2617 
   00067    0.4200   -7401.1242  0.2689 
   00068    0.4256   -7425.2742  0.2665 
   00069    0.4244   -7421.2980  0.2650 
   00070    0.4192   -7447.5263  0.2730 
   00071    0.4388   -7490.6558  0.2811 
   00072    0.4208   -7508.3072  0.2877 
   00073    0.4144   -7475.8130  0.2979 
   00074    0.4240   -7438.1055  0.2920 
   00075    0.4292   -7487.8946  0.2967 
   00076    0.4156   -7432.4470  0.2965 
   00077    0.4132   -7436.3584  0.2949 
   00078    0.4192   -7457.0299  0.2953 
   00079    0.4152   -7435.4347  0.2867 
   00080    0.4312   -7426.7623  0.2771 
   00081    0.4052   -7475.7956  0.2713 
   00082    0.4228   -7508.1041  0.2661 
   00083    0.4356   -7518.5440  0.2593 
   00084    0.4232   -7542.7919  0.2605 
   00085    0.4024   -7524.9668  0.2653 
   00086    0.4144   -7450.9259  0.2642 
   00087    0.4244   -7423.8715  0.2658 
   00088    0.4080   -7493.6099  0.2713 
   00089    0.4272   -7515.8451  0.2693 
   00090    0.4140   -7533.1543  0.2743 
   00091    0.4164   -7542.1263  0.2692 
   00092    0.3996   -7556.2593  0.2790 
   00093    0.4088   -7479.6634  0.2772 
