#=====================================================
# File created:        Tue-12-Mar-2024-at-06-51-03AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.342300
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2483.9754  0.2646 
   00001    0.6616   -3785.9451  0.2710 
   00002    0.6108   -4436.5321  0.2762 
   00003    0.5684   -4988.7500  0.2855 
   00004    0.5200   -5344.5285  0.2832 
   00005    0.5284   -5654.2497  0.2834 
   00006    0.4984   -5787.8044  0.2845 
   00007    0.4944   -5899.1755  0.2737 
   00008    0.4780   -6067.4732  0.2766 
   00009    0.4732   -6189.3926  0.2770 
   00010    0.4564   -6300.2514  0.2709 
   00011    0.4612   -6374.6605  0.2770 
   00012    0.4640   -6462.3865  0.2771 
   00013    0.4664   -6451.6416  0.2824 
   00014    0.4628   -6540.2468  0.2804 
   00015    0.4572   -6545.3979  0.2764 
   00016    0.4632   -6687.6045  0.2849 
   00017    0.4780   -6735.8759  0.2787 
   00018    0.4508   -6800.2312  0.2743 
   00019    0.4484   -6829.7750  0.2787 
   00020    0.4604   -6885.6489  0.2791 
   00021    0.4528   -6935.2150  0.2890 
   00022    0.4444   -6977.9317  0.2960 
   00023    0.4340   -7046.2854  0.2926 
   00024    0.4424   -7087.8383  0.2768 
   00025    0.4572   -7029.7488  0.2808 
   00026    0.4320   -7131.9775  0.2879 
   00027    0.4288   -7133.1894  0.2871 
   00028    0.4576   -7110.9789  0.2953 
   00029    0.4420   -7091.7518  0.2957 
   00030    0.4420   -7096.6420  0.3039 
   00031    0.4360   -7175.8395  0.3048 
   00032    0.4248   -7191.1605  0.3142 
   00033    0.4204   -7169.2470  0.3083 
   00034    0.4300   -7190.0457  0.3198 
   00035    0.4308   -7244.8507  0.3241 
   00036    0.4252   -7272.8119  0.3174 
   00037    0.4392   -7321.1966  0.3136 
   00038    0.4280   -7277.5849  0.3161 
   00039    0.4188   -7267.6356  0.3177 
   00040    0.4192   -7295.9461  0.3170 
   00041    0.4260   -7315.0213  0.3193 
   00042    0.4336   -7315.8958  0.3201 
   00043    0.4244   -7290.3033  0.3305 
   00044    0.4288   -7337.0653  0.3321 
   00045    0.4272   -7354.5364  0.3345 
   00046    0.3976   -7314.5746  0.3355 
   00047    0.4284   -7291.8729  0.3327 
   00048    0.4172   -7337.9092  0.3356 
   00049    0.4280   -7351.1598  0.3355 
   00050    0.4292   -7346.7478  0.3345 
   00051    0.4196   -7377.1332  0.3321 
   00052    0.4152   -7399.7323  0.3304 
   00053    0.4148   -7422.6254  0.3356 
   00054    0.4172   -7407.9713  0.3377 
   00055    0.4096   -7435.5427  0.3439 
   00056    0.4296   -7436.2253  0.3440 
   00057    0.4248   -7428.6551  0.3439 
   00058    0.4124   -7414.7043  0.3437 
   00059    0.4184   -7434.1429  0.3456 
   00060    0.4132   -7433.0476  0.3399 
   00061    0.4104   -7433.5663  0.3453 
   00062    0.4352   -7427.8175  0.3445 
   00063    0.4072   -7445.6062  0.3371 
   00064    0.4004   -7468.2129  0.3339 
   00065    0.4160   -7471.8841  0.3407 
   00066    0.4296   -7492.6765  0.3430 
   00067    0.4340   -7447.6177  0.3427 
   00068    0.4220   -7501.1695  0.3504 
   00069    0.4352   -7413.8704  0.3418 
   00070    0.4184   -7451.6601  0.3389 
   00071    0.4148   -7491.4655  0.3370 
   00072    0.4240   -7531.8639  0.3368 
   00073    0.4264   -7476.6024  0.3422 
   00074    0.4244   -7523.5217  0.3438 
   00075    0.4184   -7534.6638  0.3380 
   00076    0.4112   -7470.1062  0.3401 
   00077    0.4212   -7471.0608  0.3355 
   00078    0.4272   -7489.8731  0.3406 
   00079    0.4088   -7524.1154  0.3435 
   00080    0.4120   -7466.6935  0.3401 
   00081    0.4160   -7519.1243  0.3398 
   00082    0.4204   -7485.7532  0.3401 
   00083    0.4136   -7467.8578  0.3413 
   00084    0.4256   -7529.0203  0.3436 
   00085    0.4040   -7518.3999  0.3498 
   00086    0.4336   -7537.9156  0.3383 
   00087    0.4236   -7524.7358  0.3372 
   00088    0.4244   -7533.5294  0.3243 
   00089    0.3992   -7531.2550  0.3236 
   00090    0.4272   -7542.1527  0.3225 
   00091    0.4228   -7464.2049  0.3223 
   00092    0.4200   -7481.1450  0.3178 
   00093    0.4072   -7532.9514  0.3184 
   00094    0.4172   -7457.7618  0.3152 
   00095    0.4304   -7511.2792  0.3152 
   00096    0.4060   -7526.1153  0.3207 
   00097    0.4084   -7542.2994  0.3207 
   00098    0.4096   -7463.1686  0.3213 
   00099    0.4148   -7497.3721  0.3329 
   00100    0.4244   -7533.6920  0.3310 
   00101    0.4220   -7443.6589  0.3362 
   00102    0.4192   -7486.0151  0.3378 
   00103    0.4200   -7535.6838  0.3390 
   00104    0.4212   -7537.6530  0.3379 
   00105    0.4048   -7544.5990  0.3334 
   00106    0.4280   -7522.2839  0.3365 
   00107    0.4220   -7520.6337  0.3404 
   00108    0.4300   -7469.4834  0.3403 
   00109    0.3960   -7459.5249  0.3435 
   00110    0.4332   -7462.0624  0.3484 
   00111    0.4236   -7441.0901  0.3508 
   00112    0.4160   -7419.6428  0.3524 
   00113    0.4196   -7418.2070  0.3556 
   00114    0.4092   -7438.8696  0.3526 
   00115    0.4200   -7405.7423  0.3494 
   00116    0.4072   -7437.2929  0.3535 
   00117    0.4104   -7402.8041  0.3584 
   00118    0.4168   -7465.2553  0.3633 
   00119    0.4408   -7514.3817  0.3704 
   00120    0.4260   -7501.0097  0.3734 
   00121    0.4148   -7470.8348  0.3811 
   00122    0.4260   -7532.8737  0.3799 
   00123    0.4224   -7525.9360  0.3802 
   00124    0.4156   -7502.5674  0.3726 
   00125    0.4228   -7517.0246  0.3726 
   00126    0.4308   -7505.4243  0.3651 
   00127    0.4116   -7556.7258  0.3664 
   00128    0.4256   -7511.0997  0.3591 
   00129    0.4156   -7454.3191  0.3585 
   00130    0.4244   -7527.6148  0.3644 
   00131    0.4144   -7462.1948  0.3611 
   00132    0.4212   -7510.9062  0.3638 
   00133    0.4084   -7543.7364  0.3622 
   00134    0.4200   -7510.1445  0.3566 
   00135    0.4120   -7519.0505  0.3636 
   00136    0.4280   -7533.9264  0.3705 
   00137    0.4200   -7537.5770  0.3739 
   00138    0.4084   -7550.2438  0.3735 
   00139    0.4176   -7496.6891  0.3677 
   00140    0.4252   -7627.2110  0.3738 
   00141    0.4080   -7545.7591  0.3744 
   00142    0.4252   -7479.4050  0.3799 
   00143    0.4216   -7470.2773  0.3762 
   00144    0.4324   -7534.3025  0.3753 
   00145    0.4176   -7506.3661  0.3807 
   00146    0.4232   -7519.0323  0.3762 
   00147    0.4004   -7553.5833  0.3810 
   00148    0.4192   -7524.7386  0.3788 
   00149    0.4244   -7551.2218  0.3815 
   00150    0.4204   -7611.3037  0.3882 
   00151    0.4248   -7638.7721  0.3818 
   00152    0.4096   -7569.4003  0.3822 
   00153    0.4144   -7553.1005  0.3851 
   00154    0.4012   -7540.3318  0.3821 
   00155    0.3900   -7579.5237  0.3802 
   00156    0.4108   -7485.7792  0.3866 
   00157    0.4004   -7537.5603  0.3901 
   00158    0.4084   -7585.7840  0.3968 
   00159    0.4168   -7637.8925  0.3992 
   00160    0.4124   -7682.2233  0.4010 
   00161    0.3812   -7737.5120  0.3947 
   00162    0.4160   -7756.5782  0.3925 
   00163    0.3968   -7656.1810  0.3831 
   00164    0.3952   -7558.2269  0.3802 
   00165    0.4036   -7590.8216  0.3830 
   00166    0.4192   -7571.0627  0.3833 
   00167    0.4116   -7565.6115  0.3738 
   00168    0.4216   -7526.8616  0.3798 
   00169    0.4092   -7562.1266  0.3817 
   00170    0.4104   -7567.8121  0.3781 
   00171    0.4080   -7572.6424  0.3742 
   00172    0.4096   -7644.3506  0.3733 
   00173    0.4104   -7638.2269  0.3710 
   00174    0.4068   -7594.7448  0.3698 
   00175    0.4124   -7616.8169  0.3687 
   00176    0.3992   -7641.6527  0.3737 
   00177    0.4264   -7655.9712  0.3821 
   00178    0.4128   -7650.9088  0.3785 
   00179    0.4096   -7670.4118  0.3711 
   00180    0.4056   -7645.8908  0.3704 
   00181    0.4068   -7684.7298  0.3758 
   00182    0.4236   -7612.5079  0.3724 
   00183    0.3852   -7599.5940  0.3671 
   00184    0.4016   -7606.0953  0.3702 
   00185    0.4192   -7634.7428  0.3679 
   00186    0.4176   -7629.7701  0.3590 
   00187    0.4104   -7605.3430  0.3633 
   00188    0.3980   -7550.1021  0.3694 
   00189    0.4188   -7600.8992  0.3714 
   00190    0.4116   -7608.9182  0.3746 
   00191    0.4036   -7595.8953  0.3805 
   00192    0.4020   -7600.6443  0.3840 
   00193    0.4060   -7613.0134  0.3801 
   00194    0.4092   -7565.0739  0.3774 
   00195    0.4336   -7504.1493  0.3747 
   00196    0.4048   -7568.7130  0.3710 
   00197    0.4224   -7616.4676  0.3777 
   00198    0.4192   -7573.1772  0.3834 
   00199    0.4040   -7579.3072  0.3838 
   00200    0.4016   -7568.2676  0.3768 
   00201    0.4340   -7595.2679  0.3831 
   00202    0.4044   -7574.7196  0.3871 
   00203    0.4000   -7595.6914  0.3859 
   00204    0.4172   -7610.3336  0.3827 
   00205    0.4132   -7610.0215  0.3839 
   00206    0.4180   -7575.5839  0.3851 
   00207    0.4008   -7570.5017  0.3863 
   00208    0.4272   -7642.2019  0.3882 
   00209    0.4248   -7624.2444  0.3842 
   00210    0.3972   -7647.7917  0.3920 
   00211    0.4236   -7621.8548  0.3899 
   00212    0.4056   -7543.2293  0.3953 
   00213    0.4192   -7611.9037  0.3921 
   00214    0.4124   -7594.8655  0.3906 
   00215    0.4100   -7585.3417  0.3892 
   00216    0.4220   -7607.8936  0.3881 
   00217    0.4200   -7595.1522  0.3883 
   00218    0.4096   -7577.8975  0.3992 
   00219    0.4188   -7573.3826  0.3895 
   00220    0.4092   -7599.8659  0.3909 
   00221    0.4172   -7660.5659  0.3921 
   00222    0.4108   -7592.4195  0.3907 
   00223    0.4180   -7577.3692  0.3809 
   00224    0.4276   -7556.6186  0.3817 
