#=====================================================
# File created:        Tue-12-Mar-2024-at-06-51-06AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.327759
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2557.4673  0.2675 
   00001    0.7024   -3798.9601  0.2747 
   00002    0.6168   -4484.8243  0.2798 
   00003    0.5544   -4960.5899  0.2852 
   00004    0.5396   -5293.1925  0.2805 
   00005    0.5216   -5513.7547  0.2838 
   00006    0.5164   -5731.7665  0.2849 
   00007    0.5056   -5881.3367  0.2832 
   00008    0.5028   -6011.3489  0.2862 
   00009    0.5020   -6106.4920  0.2910 
   00010    0.4788   -6161.6409  0.2920 
   00011    0.4736   -6263.5704  0.2962 
   00012    0.4620   -6321.4777  0.2916 
   00013    0.4672   -6434.0550  0.2756 
   00014    0.4772   -6550.4665  0.2703 
   00015    0.4628   -6618.6736  0.2818 
   00016    0.4696   -6708.9722  0.2826 
   00017    0.4612   -6828.5321  0.2848 
   00018    0.4532   -6878.1701  0.2837 
   00019    0.4388   -6897.4738  0.2732 
   00020    0.4496   -6881.7798  0.2756 
   00021    0.4520   -6906.7242  0.2738 
   00022    0.4472   -6952.9710  0.2690 
   00023    0.4500   -6907.2515  0.2722 
   00024    0.4288   -6974.7790  0.2761 
   00025    0.4408   -6987.5339  0.2724 
   00026    0.4368   -7042.9347  0.2853 
   00027    0.4580   -7093.2296  0.2957 
   00028    0.4356   -7055.3187  0.2989 
   00029    0.4436   -7054.4121  0.2841 
   00030    0.4408   -7037.4970  0.2790 
   00031    0.4284   -7067.9405  0.2776 
   00032    0.4456   -7106.6895  0.2831 
   00033    0.4456   -7100.3442  0.2941 
   00034    0.4396   -7105.6962  0.3009 
   00035    0.4364   -7125.7452  0.3019 
   00036    0.4408   -7111.8677  0.3071 
   00037    0.4608   -7142.3929  0.3051 
   00038    0.4212   -7148.0058  0.3001 
   00039    0.4192   -7088.8607  0.2986 
   00040    0.4388   -7157.8631  0.2909 
   00041    0.4380   -7189.8537  0.3051 
   00042    0.4396   -7196.8905  0.3023 
   00043    0.4216   -7236.5212  0.3057 
   00044    0.4392   -7270.1559  0.3036 
   00045    0.4192   -7279.2338  0.3054 
   00046    0.4348   -7276.7361  0.3000 
   00047    0.4300   -7254.7660  0.3064 
   00048    0.4196   -7229.7410  0.3000 
   00049    0.4308   -7189.9571  0.3003 
   00050    0.4300   -7270.0786  0.3024 
   00051    0.4372   -7261.9234  0.2912 
   00052    0.4236   -7289.6725  0.2934 
   00053    0.4256   -7293.1586  0.2907 
   00054    0.4212   -7323.5413  0.2843 
   00055    0.4336   -7324.9589  0.2961 
   00056    0.4208   -7358.5943  0.2932 
   00057    0.4408   -7337.4668  0.2927 
   00058    0.4484   -7296.0122  0.2863 
   00059    0.4388   -7275.4113  0.2857 
   00060    0.4292   -7321.5988  0.2872 
   00061    0.4320   -7330.5725  0.2868 
   00062    0.4248   -7254.6018  0.2789 
   00063    0.4412   -7190.4317  0.2835 
   00064    0.4332   -7235.4441  0.2896 
   00065    0.4340   -7245.6609  0.2999 
   00066    0.4260   -7249.1009  0.3014 
   00067    0.4148   -7280.9027  0.3009 
   00068    0.4336   -7234.0146  0.2966 
   00069    0.4380   -7262.7475  0.2940 
   00070    0.4356   -7233.4885  0.2770 
   00071    0.4288   -7271.3086  0.2796 
   00072    0.4376   -7326.9057  0.2769 
   00073    0.4296   -7396.0462  0.2793 
   00074    0.4292   -7395.0626  0.2785 
   00075    0.4368   -7345.4671  0.2798 
   00076    0.4160   -7369.9579  0.2850 
   00077    0.4256   -7388.9758  0.2895 
   00078    0.4232   -7387.5240  0.2905 
   00079    0.4188   -7345.0555  0.2814 
   00080    0.4324   -7328.0582  0.2892 
   00081    0.4368   -7358.3427  0.2838 
   00082    0.4288   -7365.8265  0.2884 
   00083    0.4284   -7312.0419  0.2847 
   00084    0.4388   -7304.6793  0.2895 
   00085    0.4316   -7373.7671  0.3033 
   00086    0.4148   -7392.7217  0.3018 
   00087    0.4452   -7444.6385  0.3033 
   00088    0.4100   -7369.9231  0.3003 
   00089    0.4196   -7382.5740  0.2982 
   00090    0.4240   -7354.4063  0.2946 
   00091    0.4256   -7361.1186  0.2923 
   00092    0.4352   -7354.7623  0.2935 
   00093    0.4212   -7385.0733  0.2932 
   00094    0.4308   -7402.4023  0.2944 
   00095    0.4476   -7353.7082  0.2840 
   00096    0.4268   -7399.6892  0.2849 
   00097    0.4356   -7387.5567  0.2871 
   00098    0.4344   -7400.5227  0.2929 
   00099    0.4168   -7376.4736  0.2945 
   00100    0.4008   -7349.6435  0.3022 
   00101    0.4092   -7311.7372  0.2931 
   00102    0.4112   -7398.6950  0.2992 
   00103    0.4220   -7465.5471  0.2980 
   00104    0.4060   -7469.5687  0.2971 
   00105    0.4344   -7508.4846  0.2974 
   00106    0.4196   -7476.6356  0.2988 
   00107    0.4312   -7466.2319  0.3070 
   00108    0.4148   -7467.2190  0.3082 
   00109    0.4316   -7457.0048  0.3079 
   00110    0.4176   -7407.2503  0.3115 
   00111    0.4280   -7373.5737  0.3119 
   00112    0.4308   -7348.9476  0.3150 
   00113    0.4332   -7426.4587  0.3187 
   00114    0.4284   -7343.8587  0.3207 
   00115    0.4296   -7345.4253  0.3284 
   00116    0.4356   -7355.9558  0.3348 
   00117    0.4296   -7368.8403  0.3359 
   00118    0.4312   -7397.1249  0.3363 
   00119    0.4260   -7416.2200  0.3369 
   00120    0.4160   -7370.5676  0.3286 
