#=====================================================
# File created:        Tue-12-Mar-2024-at-06-50-59AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.343966
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00293    0.4108   -7693.9532  0.4149 
   00294    0.4012   -7715.7206  0.4245 
   00295    0.4152   -7707.9556  0.4246 
   00296    0.4092   -7663.2115  0.4336 
   00297    0.4024   -7678.8624  0.4325 
   00298    0.3972   -7696.6305  0.4308 
   00299    0.3956   -7714.0409  0.4315 
   00300    0.3892   -7690.9714  0.4280 
   00301    0.4012   -7681.0011  0.4181 
   00302    0.4024   -7693.3819  0.4153 
   00303    0.4144   -7649.2886  0.4115 
   00304    0.4060   -7632.8883  0.4183 
   00305    0.4008   -7672.3572  0.4155 
   00306    0.3972   -7666.7960  0.4224 
   00307    0.4140   -7663.9315  0.4212 
   00308    0.4088   -7686.4871  0.4205 
   00309    0.4008   -7685.4516  0.4107 
   00310    0.4020   -7700.0573  0.4213 
   00311    0.3908   -7718.1981  0.4228 
   00312    0.4032   -7693.8640  0.4220 
   00313    0.3984   -7705.9809  0.4261 
   00314    0.4136   -7757.3910  0.4362 
   00315    0.3916   -7749.2684  0.4258 
   00316    0.3988   -7807.2906  0.4317 
   00317    0.3992   -7754.1665  0.4386 
   00318    0.4028   -7772.5741  0.4415 
   00319    0.3884   -7761.7882  0.4326 
   00320    0.4212   -7749.3999  0.4324 
   00321    0.4072   -7761.0736  0.4373 
   00322    0.3944   -7773.2958  0.4427 
   00323    0.3800   -7741.4976  0.4358 
   00324    0.4280   -7761.0571  0.4436 
   00325    0.3940   -7717.3758  0.4434 
   00326    0.4008   -7745.3711  0.4464 
   00327    0.4068   -7730.5867  0.4508 
   00328    0.4072   -7697.8222  0.4499 
   00329    0.4132   -7729.2978  0.4522 
   00330    0.4068   -7700.8115  0.4495 
   00331    0.4060   -7697.0752  0.4393 
   00332    0.3980   -7747.3342  0.4486 
   00333    0.4092   -7682.3851  0.4453 
   00334    0.3932   -7675.9710  0.4473 
   00335    0.4008   -7636.7848  0.4553 
   00336    0.3964   -7688.3505  0.4490 
   00337    0.3936   -7704.9937  0.4501 
   00338    0.4072   -7707.0609  0.4460 
   00339    0.3940   -7728.1868  0.4458 
   00340    0.4100   -7690.9704  0.4455 
   00341    0.3972   -7682.2190  0.4382 
   00342    0.3908   -7652.4126  0.4362 
   00343    0.4008   -7677.5767  0.4432 
   00344    0.4024   -7697.3219  0.4458 
   00345    0.4084   -7710.0417  0.4463 
   00346    0.3928   -7713.1027  0.4512 
   00347    0.3984   -7696.1775  0.4545 
   00348    0.4124   -7694.9568  0.4646 
   00349    0.4024   -7698.0718  0.4590 
   00350    0.4028   -7720.4309  0.4590 
   00351    0.3948   -7728.4650  0.4603 
   00352    0.3964   -7721.1647  0.4588 
   00353    0.4040   -7757.3213  0.4607 
   00354    0.3888   -7783.2396  0.4587 
   00355    0.4100   -7727.5331  0.4549 
   00356    0.4044   -7737.5096  0.4438 
   00357    0.4108   -7684.6127  0.4353 
   00358    0.4056   -7714.2660  0.4315 
   00359    0.4136   -7732.9233  0.4315 
   00360    0.3948   -7750.2807  0.4309 
   00361    0.4112   -7724.4725  0.4361 
   00362    0.4120   -7765.5085  0.4374 
   00363    0.4052   -7752.9527  0.4315 
   00364    0.3940   -7754.7000  0.4279 
   00365    0.3964   -7707.1979  0.4260 
   00366    0.4040   -7723.6037  0.4190 
   00367    0.3856   -7708.7077  0.4199 
   00368    0.4180   -7728.1934  0.4245 
   00369    0.3952   -7783.5413  0.4276 
   00370    0.3996   -7784.1347  0.4282 
   00371    0.4092   -7756.2711  0.4251 
   00372    0.3932   -7794.5472  0.4314 
   00373    0.4076   -7707.6112  0.4315 
   00374    0.4024   -7687.9420  0.4314 
   00375    0.3956   -7674.6388  0.4323 
   00376    0.4244   -7665.2874  0.4298 
   00377    0.4028   -7669.9959  0.4248 
   00378    0.3956   -7667.6670  0.4254 
   00379    0.4012   -7670.8041  0.4187 
   00380    0.4104   -7619.1138  0.4195 
   00381    0.4124   -7651.2975  0.4163 
   00382    0.3936   -7635.3215  0.4242 
   00383    0.4180   -7661.2589  0.4328 
   00384    0.4060   -7673.4883  0.4359 
   00385    0.3940   -7762.0418  0.4294 
   00386    0.4196   -7665.8525  0.4364 
   00387    0.3928   -7661.0881  0.4405 
   00388    0.3992   -7695.2918  0.4433 
   00389    0.4112   -7656.7377  0.4460 
   00390    0.4056   -7635.1645  0.4465 
   00391    0.3940   -7639.3956  0.4503 
   00392    0.4096   -7629.1233  0.4504 
   00393    0.4084   -7690.8982  0.4419 
   00394    0.4048   -7675.5654  0.4430 
   00395    0.4184   -7703.7581  0.4428 
   00396    0.4020   -7737.1582  0.4449 
   00397    0.3976   -7752.8168  0.4454 
   00398    0.4036   -7727.0768  0.4479 
   00399    0.4032   -7700.0954  0.4532 
   00400    0.4244   -7715.9053  0.4541 
   00401    0.4088   -7647.3157  0.4557 
   00402    0.4164   -7733.2380  0.4472 
   00403    0.4016   -7746.9319  0.4435 
   00404    0.4240   -7791.6586  0.4504 
   00405    0.4180   -7794.8727  0.4508 
   00406    0.4096   -7763.0950  0.4557 
   00407    0.3892   -7774.1592  0.4579 
   00408    0.4096   -7712.8556  0.4470 
   00409    0.3948   -7742.1779  0.4489 
   00410    0.4040   -7735.6061  0.4459 
   00411    0.4176   -7769.1384  0.4471 
   00412    0.3948   -7789.2339  0.4544 
   00413    0.4148   -7806.8256  0.4624 
   00414    0.3968   -7759.2287  0.4563 
   00415    0.4048   -7773.6892  0.4492 
   00416    0.4176   -7744.8023  0.4534 
   00417    0.4028   -7735.6422  0.4529 
   00418    0.4176   -7752.7384  0.4486 
   00419    0.4064   -7818.6836  0.4422 
   00420    0.3988   -7814.9371  0.4572 
   00421    0.4016   -7774.5485  0.4534 
   00422    0.4256   -7755.3043  0.4558 
   00423    0.4268   -7814.7030  0.4605 
   00424    0.4136   -7815.5542  0.4576 
   00425    0.4012   -7832.6266  0.4578 
   00426    0.4064   -7840.3368  0.4565 
   00427    0.4024   -7848.3846  0.4527 
   00428    0.3856   -7849.4237  0.4529 
   00429    0.4200   -7847.5547  0.4512 
   00430    0.4016   -7830.0410  0.4534 
   00431    0.4068   -7819.8594  0.4545 
   00432    0.4032   -7842.5508  0.4464 
   00433    0.3812   -7791.2157  0.4500 
   00434    0.4128   -7794.7990  0.4587 
   00435    0.4116   -7781.9852  0.4562 
   00436    0.3948   -7842.3791  0.4554 
   00437    0.4144   -7843.6566  0.4563 
   00438    0.4096   -7913.0973  0.4574 
   00439    0.4240   -7866.2553  0.4593 
   00440    0.4152   -7810.3794  0.4539 
   00441    0.4152   -7850.8904  0.4546 
   00442    0.3992   -7793.6612  0.4568 
   00443    0.4156   -7783.2585  0.4529 
   00444    0.3944   -7829.2768  0.4523 
   00445    0.4152   -7801.1285  0.4500 
   00446    0.4172   -7802.0814  0.4495 
   00447    0.3828   -7833.9486  0.4508 
   00448    0.4156   -7815.3290  0.4492 
   00449    0.4116   -7814.6571  0.4485 
   00450    0.4180   -7794.8975  0.4543 
   00451    0.4112   -7861.2651  0.4540 
   00452    0.3920   -7823.5893  0.4525 
   00453    0.4052   -7766.1013  0.4554 
   00454    0.4020   -7773.3561  0.4498 
   00455    0.4036   -7787.8082  0.4602 
   00456    0.4008   -7770.2053  0.4569 
   00457    0.4056   -7783.9542  0.4567 
   00458    0.4008   -7812.4464  0.4514 
   00459    0.3960   -7848.1281  0.4515 
   00460    0.3844   -7874.3645  0.4521 
   00461    0.4132   -7893.1945  0.4524 
   00462    0.3988   -7876.2446  0.4587 
   00463    0.4044   -7923.2248  0.4573 
   00464    0.4172   -7952.3929  0.4587 
   00465    0.3984   -7911.2595  0.4617 
   00466    0.3984   -7933.8594  0.4690 
   00467    0.3904   -7915.6512  0.4631 
   00468    0.4100   -7910.8133  0.4638 
   00469    0.3968   -7861.5710  0.4672 
   00470    0.4084   -7893.1545  0.4701 
   00471    0.4040   -7871.7691  0.4752 
   00472    0.4284   -7842.1182  0.4745 
   00473    0.4276   -7805.8878  0.4715 
   00474    0.4024   -7815.4171  0.4720 
   00475    0.3884   -7789.5965  0.4719 
   00476    0.4316   -7802.3085  0.4680 
   00477    0.4164   -7789.6104  0.4668 
   00478    0.4036   -7772.7808  0.4703 
   00479    0.4036   -7813.0135  0.4613 
   00480    0.3980   -7814.1312  0.4658 
   00481    0.4012   -7783.4848  0.4683 
   00482    0.4044   -7795.3651  0.4693 
   00483    0.4072   -7797.7922  0.4739 
   00484    0.4064   -7825.2656  0.4800 
   00485    0.4064   -7800.8403  0.4782 
   00486    0.4208   -7759.7703  0.4695 
   00487    0.4156   -7761.0496  0.4584 
   00488    0.4224   -7783.8792  0.4561 
   00489    0.4084   -7745.3803  0.4539 
   00490    0.4012   -7788.5033  0.4549 
   00491    0.3944   -7849.9704  0.4558 
   00492    0.4036   -7865.0576  0.4621 
   00493    0.4072   -7850.4681  0.4564 
   00494    0.4028   -7806.1902  0.4537 
   00495    0.3956   -7802.7122  0.4599 
   00496    0.4008   -7846.7665  0.4600 
   00497    0.3900   -7850.7897  0.4607 
   00498    0.3972   -7803.9216  0.4590 
   00499    0.4008   -7813.9608  0.4614 
   00500    0.4144   -7840.0452  0.4618 
   00501    0.3984   -7852.2046  0.4560 
   00502    0.3992   -7855.2671  0.4603 
   00503    0.4024   -7835.4687  0.4635 
   00504    0.4104   -7824.8327  0.4654 
   00505    0.4120   -7879.2500  0.4649 
   00506    0.3908   -7945.9415  0.4684 
   00507    0.4088   -7884.0535  0.4666 
   00508    0.3972   -7856.9728  0.4641 
   00509    0.4096   -7775.0551  0.4510 
   00510    0.4016   -7825.2581  0.4555 
   00511    0.4080   -7848.2056  0.4526 
   00512    0.4112   -7810.9787  0.4508 
   00513    0.3916   -7828.3861  0.4448 
   00514    0.4048   -7808.6217  0.4457 
   00515    0.4016   -7817.1373  0.4471 
   00516    0.4088   -7825.0864  0.4522 
   00517    0.3992   -7899.9657  0.4563 
   00518    0.3980   -7935.0689  0.4544 
   00519    0.3828   -7927.5573  0.4581 
   00520    0.4012   -7838.0326  0.4565 
   00521    0.4164   -7817.0723  0.4671 
   00522    0.4036   -7808.3329  0.4635 
   00523    0.3820   -7745.7435  0.4587 
   00524    0.4040   -7772.1258  0.4612 
   00525    0.4100   -7806.4374  0.4723 
   00526    0.4080   -7696.2422  0.4630 
   00527    0.3956   -7753.1606  0.4682 
   00528    0.4120   -7773.1067  0.4814 
   00529    0.4084   -7797.8257  0.4773 
   00530    0.4008   -7774.3997  0.4706 
   00531    0.3980   -7765.2531  0.4763 
   00532    0.4100   -7812.7667  0.4826 
   00533    0.3984   -7824.7656  0.4874 
   00534    0.4120   -7816.4398  0.4766 
   00535    0.4008   -7801.0444  0.4782 
   00536    0.4072   -7773.4461  0.4721 
   00537    0.3964   -7774.5568  0.4633 
   00538    0.4068   -7770.5447  0.4700 
   00539    0.3936   -7845.3434  0.4803 
   00540    0.4204   -7768.6220  0.4814 
   00541    0.4112   -7805.0725  0.4839 
   00542    0.4080   -7825.8203  0.4755 
   00543    0.4168   -7848.3172  0.4749 
   00544    0.3860   -7862.2998  0.4767 
   00545    0.3832   -7891.9602  0.4788 
   00546    0.4008   -7852.4903  0.4759 
   00547    0.3988   -7810.4735  0.4725 
   00548    0.4076   -7841.6951  0.4660 
   00549    0.4068   -7893.0832  0.4748 
   00550    0.3884   -7877.8830  0.4707 
   00551    0.4080   -7847.7799  0.4660 
   00552    0.4088   -7851.7465  0.4602 
   00553    0.3876   -7833.2843  0.4628 
   00554    0.3628   -7819.7003  0.4593 
   00555    0.3992   -7840.0080  0.4647 
   00556    0.3912   -7839.5936  0.4673 
   00557    0.3972   -7803.2837  0.4605 
   00558    0.4076   -7850.8695  0.4616 
   00559    0.4084   -7858.7925  0.4676 
   00560    0.4064   -7855.6114  0.4610 
   00561    0.4064   -7908.4640  0.4650 
   00562    0.3944   -7886.5424  0.4636 
   00563    0.3972   -7829.4371  0.4804 
   00564    0.4128   -7791.7929  0.4734 
   00565    0.4144   -7794.1459  0.4663 
   00566    0.4080   -7791.0689  0.4777 
   00567    0.4180   -7753.4224  0.4777 
   00568    0.4088   -7757.6350  0.4821 
   00569    0.4056   -7755.7413  0.4814 
   00570    0.4016   -7770.1389  0.4822 
   00571    0.3888   -7775.2283  0.4810 
   00572    0.3968   -7844.7698  0.4759 
   00573    0.4080   -7900.1688  0.4839 
   00574    0.3996   -7870.4327  0.4836 
   00575    0.3908   -7937.2328  0.4812 
   00576    0.3960   -7849.3542  0.4800 
   00577    0.4116   -7836.2831  0.4774 
   00578    0.4028   -7800.4801  0.4799 
   00579    0.3992   -7795.8075  0.4889 
   00580    0.4044   -7767.7653  0.4868 
   00581    0.4028   -7846.4787  0.4899 
   00582    0.3832   -7832.2469  0.4936 
   00583    0.4096   -7808.6383  0.4863 
   00584    0.4124   -7811.6936  0.4846 
   00585    0.4068   -7845.1434  0.4936 
   00586    0.3996   -7870.2820  0.4885 
   00587    0.3764   -7825.4355  0.4888 
   00588    0.4104   -7791.8406  0.4903 
   00589    0.4028   -7827.5351  0.4943 
   00590    0.4036   -7851.6071  0.4984 
   00591    0.3908   -7881.2369  0.5023 
   00592    0.3844   -7871.4019  0.5000 
   00593    0.4004   -7840.6683  0.5010 
   00594    0.3924   -7828.9584  0.5021 
   00595    0.3936   -7823.2616  0.5013 
   00596    0.3988   -7813.0666  0.4959 
   00597    0.4000   -7774.5820  0.4971 
   00598    0.4084   -7794.1030  0.5037 
   00599    0.3968   -7877.6450  0.5073 
   00600    0.4036   -7888.1060  0.5087 
   00601    0.4084   -7880.3554  0.5151 
   00602    0.3964   -7887.0587  0.5144 
   00603    0.4144   -7876.8659  0.5169 
   00604    0.4088   -7845.6341  0.5148 
   00605    0.4100   -7878.2630  0.5155 
   00606    0.4044   -7848.9541  0.5104 
   00607    0.4080   -7858.4260  0.5121 
   00608    0.4096   -7806.6180  0.5148 
   00609    0.4140   -7874.2716  0.5154 
   00610    0.3956   -7913.1000  0.5184 
   00611    0.4100   -7892.5956  0.5330 
   00612    0.3668   -7932.4019  0.5286 
   00613    0.3912   -7844.2548  0.5234 
   00614    0.4108   -7892.2308  0.5302 
   00615    0.4128   -7900.2263  0.5286 
   00616    0.4020   -7910.3430  0.5288 
   00617    0.4132   -7842.9754  0.5239 
   00618    0.4148   -7810.8851  0.5252 
   00619    0.4136   -7871.1094  0.5314 
   00620    0.4184   -7918.3351  0.5327 
   00621    0.3928   -7939.7126  0.5324 
   00622    0.3840   -7858.4004  0.5318 
   00623    0.4144   -7916.1175  0.5375 
   00624    0.4120   -7839.0347  0.5408 
