#=====================================================
# File created:        Tue-12-Mar-2024-at-06-51-17AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.316261
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2462.5102  0.2617 
   00001    0.6908   -3680.8135  0.2775 
   00002    0.6048   -4468.5147  0.2760 
   00003    0.5512   -4906.4346  0.2824 
   00004    0.5364   -5292.5046  0.2821 
   00005    0.5372   -5469.3642  0.2965 
   00006    0.5172   -5674.7300  0.3020 
   00007    0.4972   -5846.1270  0.2999 
   00008    0.4900   -5950.3573  0.2971 
   00009    0.4776   -6038.7301  0.2996 
   00010    0.4772   -6103.1419  0.2967 
   00011    0.4668   -6170.2858  0.2927 
   00012    0.4680   -6258.7055  0.2845 
   00013    0.4760   -6345.6438  0.2860 
   00014    0.4704   -6396.0401  0.2897 
   00015    0.4636   -6464.3189  0.2906 
   00016    0.4608   -6520.4666  0.2931 
   00017    0.4748   -6600.2597  0.2967 
   00018    0.4544   -6624.5157  0.3040 
   00019    0.4560   -6677.6710  0.3035 
   00020    0.4596   -6690.3512  0.3073 
   00021    0.4576   -6661.3838  0.2981 
   00022    0.4592   -6716.8530  0.2945 
   00023    0.4404   -6698.1882  0.2957 
   00024    0.4444   -6655.5079  0.2908 
   00025    0.4464   -6715.5567  0.2940 
   00026    0.4232   -6733.5137  0.2878 
   00027    0.4540   -6770.4332  0.2874 
   00028    0.4516   -6726.6693  0.2850 
   00029    0.4584   -6714.4195  0.2765 
   00030    0.4516   -6794.7930  0.2791 
   00031    0.4704   -6829.6142  0.2839 
   00032    0.4332   -6850.3120  0.2855 
   00033    0.4400   -6887.6753  0.2839 
   00034    0.4300   -6898.6563  0.2830 
   00035    0.4448   -6950.0284  0.2832 
   00036    0.4564   -6969.8370  0.2856 
   00037    0.4312   -6997.6188  0.2885 
   00038    0.4292   -7043.2480  0.2859 
   00039    0.4264   -7044.8111  0.2871 
   00040    0.4456   -6990.8748  0.2824 
   00041    0.4244   -7016.1422  0.2856 
   00042    0.4428   -7018.9553  0.2797 
   00043    0.4280   -7051.0781  0.2773 
   00044    0.4208   -7114.8550  0.2785 
   00045    0.4240   -7086.5398  0.2737 
   00046    0.4212   -7119.3120  0.2675 
   00047    0.4352   -7052.5288  0.2771 
   00048    0.4332   -7074.3488  0.2713 
   00049    0.4308   -7028.1550  0.2718 
   00050    0.4224   -7092.9160  0.2782 
   00051    0.4260   -7109.6831  0.2751 
   00052    0.4368   -7176.4978  0.2675 
   00053    0.4332   -7208.9114  0.2667 
   00054    0.4288   -7189.4801  0.2691 
   00055    0.4180   -7136.2318  0.2731 
   00056    0.4196   -7131.0778  0.2727 
   00057    0.4344   -7134.0844  0.2758 
   00058    0.4396   -7162.0373  0.2746 
   00059    0.4332   -7132.6671  0.2729 
   00060    0.4312   -7052.1000  0.2661 
   00061    0.4360   -7092.3261  0.2648 
   00062    0.4484   -7052.5900  0.2700 
   00063    0.4268   -7072.6140  0.2657 
   00064    0.4396   -7110.5246  0.2617 
   00065    0.4428   -7082.8361  0.2614 
   00066    0.4312   -7062.8310  0.2697 
   00067    0.4304   -7048.6319  0.2717 
   00068    0.4376   -7035.2660  0.2741 
   00069    0.4316   -7078.8844  0.2697 
   00070    0.4360   -7105.7818  0.2661 
   00071    0.4208   -7084.4766  0.2797 
   00072    0.4140   -7064.4436  0.2736 
   00073    0.4332   -7094.2407  0.2764 
   00074    0.4116   -7050.2121  0.2702 
   00075    0.4400   -7104.2090  0.2753 
   00076    0.4388   -7159.0731  0.2711 
   00077    0.4148   -7172.8273  0.2720 
   00078    0.4256   -7127.9819  0.2679 
   00079    0.4380   -7150.8026  0.2679 
   00080    0.4420   -7141.2907  0.2713 
   00081    0.4292   -7176.5196  0.2678 
   00082    0.4156   -7236.6568  0.2741 
   00083    0.4240   -7253.3077  0.2617 
   00084    0.4200   -7263.6815  0.2642 
   00085    0.4100   -7251.2636  0.2683 
   00086    0.4204   -7258.6946  0.2771 
   00087    0.4228   -7253.7757  0.2747 
   00088    0.4216   -7255.2132  0.2809 
   00089    0.4204   -7200.0687  0.2748 
   00090    0.4108   -7237.8355  0.2683 
   00091    0.4368   -7255.9021  0.2677 
   00092    0.4316   -7219.8872  0.2760 
   00093    0.4380   -7247.0482  0.2695 
   00094    0.4212   -7230.1581  0.2716 
   00095    0.4320   -7162.9099  0.2695 
   00096    0.4248   -7239.2321  0.2640 
   00097    0.4316   -7307.4865  0.2607 
   00098    0.4328   -7301.5948  0.2580 
   00099    0.4304   -7247.8312  0.2628 
   00100    0.4224   -7212.7121  0.2663 
   00101    0.4180   -7188.4659  0.2672 
   00102    0.4292   -7180.5711  0.2703 
   00103    0.4336   -7201.3667  0.2773 
   00104    0.4384   -7216.4222  0.2752 
   00105    0.4284   -7180.3491  0.2792 
   00106    0.4456   -7214.9660  0.2838 
   00107    0.4508   -7229.6087  0.2898 
   00108    0.4264   -7241.8046  0.2828 
