#=====================================================
# File created:        Tue-12-Mar-2024-at-06-51-13AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.325329
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2522.8251  0.2813 
   00001    0.6868   -3795.7651  0.2886 
   00002    0.5828   -4458.8521  0.2813 
   00003    0.5636   -4908.4379  0.2810 
   00004    0.5412   -5342.2294  0.2833 
   00005    0.5256   -5571.6926  0.2909 
   00006    0.5116   -5815.5160  0.2900 
   00007    0.5020   -5977.7488  0.2873 
   00008    0.4800   -6196.0454  0.2908 
   00009    0.4784   -6336.4581  0.2924 
   00010    0.4640   -6433.9615  0.2964 
   00011    0.4848   -6466.6120  0.2997 
   00012    0.4688   -6469.0105  0.2945 
   00013    0.4576   -6553.4870  0.2960 
   00014    0.4596   -6610.5066  0.2990 
   00015    0.4584   -6618.2485  0.3051 
   00016    0.4636   -6722.0406  0.3031 
   00017    0.4460   -6801.7055  0.3036 
   00018    0.4424   -6839.3922  0.3009 
   00019    0.4432   -6843.7034  0.3106 
   00020    0.4460   -6799.6850  0.3068 
   00021    0.4496   -6852.5922  0.2988 
   00022    0.4592   -6874.8658  0.2968 
   00023    0.4348   -6915.0119  0.3049 
   00024    0.4428   -6975.3334  0.3048 
   00025    0.4388   -6943.2791  0.3066 
   00026    0.4192   -6998.8517  0.3097 
   00027    0.4260   -6981.2234  0.3065 
   00028    0.4352   -7008.0329  0.3142 
   00029    0.4412   -7028.3409  0.3065 
   00030    0.4360   -7036.4255  0.2963 
   00031    0.4428   -7126.2225  0.2958 
   00032    0.4216   -7143.7709  0.2971 
   00033    0.4348   -7107.8422  0.3008 
   00034    0.4352   -7157.0104  0.3047 
   00035    0.4412   -7182.6281  0.3014 
   00036    0.4252   -7188.6021  0.3091 
   00037    0.4376   -7275.5358  0.3151 
   00038    0.4228   -7292.6542  0.3159 
   00039    0.4272   -7340.0354  0.3208 
   00040    0.4276   -7337.4891  0.3229 
   00041    0.4156   -7309.1330  0.3257 
   00042    0.4412   -7314.9921  0.3408 
   00043    0.4112   -7338.8060  0.3321 
   00044    0.4380   -7295.3195  0.3328 
   00045    0.4168   -7332.1767  0.3373 
   00046    0.4112   -7299.4057  0.3293 
   00047    0.4164   -7289.4784  0.3304 
   00048    0.4104   -7309.9990  0.3317 
   00049    0.4208   -7339.0273  0.3183 
   00050    0.4196   -7273.5998  0.3235 
   00051    0.4192   -7290.8310  0.3217 
   00052    0.4340   -7346.1144  0.3248 
   00053    0.4100   -7418.9581  0.3188 
   00054    0.4020   -7470.5452  0.3177 
   00055    0.4056   -7466.1227  0.3172 
   00056    0.4172   -7459.6533  0.3248 
   00057    0.3948   -7451.8114  0.3278 
   00058    0.4032   -7479.9448  0.3334 
   00059    0.4188   -7508.3663  0.3377 
   00060    0.4204   -7497.5563  0.3465 
   00061    0.4120   -7464.7980  0.3476 
   00062    0.4192   -7442.7414  0.3463 
   00063    0.4300   -7409.9709  0.3525 
   00064    0.4100   -7433.8325  0.3548 
   00065    0.4144   -7485.1456  0.3569 
   00066    0.4252   -7474.9147  0.3541 
