#=====================================================
# File created:        Tue-12-Mar-2024-at-06-51-22AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.318646
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2477.1969  0.2705 
   00001    0.6948   -3771.4234  0.2842 
   00002    0.6116   -4499.4089  0.2878 
   00003    0.5680   -5019.6162  0.2792 
   00004    0.5200   -5365.6568  0.2854 
   00005    0.4916   -5651.7411  0.2964 
   00006    0.4800   -5796.8037  0.3026 
   00007    0.4972   -5930.4465  0.2942 
   00008    0.4736   -6135.8941  0.2979 
   00009    0.4624   -6247.2556  0.3061 
   00010    0.4664   -6299.4746  0.2899 
   00011    0.4656   -6484.7025  0.2995 
   00012    0.4416   -6586.5049  0.2992 
   00013    0.4456   -6670.4135  0.2995 
   00014    0.4324   -6643.9253  0.3078 
   00015    0.4300   -6686.8815  0.3016 
   00016    0.4548   -6681.2758  0.3055 
   00017    0.4452   -6759.2298  0.3024 
   00018    0.4428   -6806.3213  0.3039 
   00019    0.4468   -6842.3152  0.3100 
   00020    0.4632   -6851.1805  0.3111 
   00021    0.4312   -6907.4834  0.3088 
   00022    0.4468   -6885.3269  0.3111 
   00023    0.4272   -6878.8062  0.3091 
   00024    0.4400   -6902.6994  0.3199 
   00025    0.4484   -6984.7722  0.3152 
   00026    0.4400   -6973.7203  0.3082 
   00027    0.4320   -6949.1664  0.2981 
   00028    0.4416   -6964.2881  0.2927 
   00029    0.4424   -6989.5659  0.2930 
   00030    0.4412   -6984.0261  0.2961 
   00031    0.4384   -6976.8298  0.2887 
   00032    0.4264   -7004.5762  0.2943 
   00033    0.4396   -7048.2642  0.3015 
   00034    0.4312   -7071.9426  0.3074 
   00035    0.4220   -7152.4156  0.3196 
   00036    0.4196   -7169.5446  0.3168 
   00037    0.4344   -7174.1479  0.3205 
   00038    0.4248   -7158.0377  0.3213 
   00039    0.4112   -7159.1562  0.3186 
   00040    0.4340   -7194.7117  0.3207 
   00041    0.4332   -7193.7854  0.3229 
   00042    0.4368   -7244.9976  0.3164 
   00043    0.4228   -7181.2245  0.3134 
   00044    0.4316   -7187.6345  0.3121 
   00045    0.4112   -7233.4498  0.3095 
   00046    0.4152   -7252.8052  0.3183 
   00047    0.4272   -7223.3070  0.3289 
   00048    0.4272   -7235.1340  0.3245 
   00049    0.4260   -7182.5715  0.3214 
   00050    0.4376   -7188.9002  0.3209 
   00051    0.4184   -7249.2712  0.3176 
   00052    0.4364   -7237.8908  0.3179 
   00053    0.4100   -7248.3198  0.3097 
   00054    0.4300   -7236.4789  0.3196 
   00055    0.4312   -7229.4676  0.3242 
   00056    0.4120   -7274.7714  0.3182 
   00057    0.4180   -7318.1167  0.3197 
   00058    0.4180   -7268.6866  0.3231 
   00059    0.4244   -7223.5143  0.3315 
   00060    0.4168   -7264.5694  0.3327 
   00061    0.4136   -7245.6165  0.3340 
   00062    0.4228   -7267.3398  0.3358 
   00063    0.4204   -7198.8907  0.3312 
   00064    0.4272   -7201.8036  0.3361 
   00065    0.4300   -7153.2614  0.3380 
   00066    0.4184   -7128.8193  0.3426 
   00067    0.4152   -7127.9385  0.3429 
   00068    0.4488   -7151.8714  0.3443 
   00069    0.4120   -7118.8383  0.3409 
   00070    0.4352   -7129.9875  0.3362 
   00071    0.4176   -7193.3846  0.3399 
   00072    0.4352   -7197.5570  0.3376 
   00073    0.4244   -7239.0645  0.3422 
   00074    0.4336   -7199.2782  0.3266 
   00075    0.4404   -7214.6910  0.3304 
   00076    0.4268   -7180.7840  0.3456 
   00077    0.4232   -7230.7349  0.3514 
   00078    0.4260   -7235.0620  0.3448 
   00079    0.4200   -7168.3233  0.3445 
   00080    0.4424   -7205.5288  0.3501 
   00081    0.4136   -7181.5615  0.3491 
   00082    0.4108   -7213.9652  0.3532 
   00083    0.4120   -7184.5886  0.3509 
   00084    0.4240   -7211.5053  0.3471 
   00085    0.4224   -7251.8558  0.3454 
   00086    0.4216   -7239.4584  0.3462 
   00087    0.4212   -7320.8438  0.3552 
   00088    0.4308   -7298.6590  0.3509 
   00089    0.4300   -7341.7514  0.3460 
   00090    0.4120   -7340.4151  0.3475 
   00091    0.4164   -7408.2354  0.3520 
   00092    0.4084   -7323.9695  0.3520 
   00093    0.3964   -7302.3380  0.3531 
   00094    0.4140   -7324.9734  0.3617 
