#=====================================================
# File created:        Tue-12-Mar-2024-at-06-50-27AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.319910
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2480.1204  0.2703 
   00001    0.6860   -3881.9554  0.2821 
   00002    0.6156   -4544.5971  0.2882 
   00003    0.5556   -4939.0611  0.2910 
   00004    0.5520   -5317.0961  0.2893 
   00005    0.5168   -5629.0052  0.2881 
   00006    0.4976   -5770.7890  0.2908 
   00007    0.4956   -5928.0123  0.2928 
   00008    0.4852   -5972.0966  0.2963 
   00009    0.4860   -6133.3397  0.2979 
   00010    0.4900   -6266.7316  0.3063 
   00011    0.4656   -6322.2009  0.3128 
   00012    0.4444   -6358.2456  0.3113 
   00013    0.4560   -6417.1973  0.3166 
   00014    0.4612   -6462.3584  0.3219 
   00015    0.4632   -6574.8082  0.3261 
   00016    0.4772   -6636.8847  0.3392 
   00017    0.4568   -6676.3805  0.3404 
   00018    0.4512   -6719.6366  0.3343 
   00019    0.4548   -6786.3692  0.3323 
   00020    0.4400   -6790.7826  0.3404 
   00021    0.4376   -6855.6679  0.3431 
   00022    0.4456   -6843.0789  0.3417 
   00023    0.4504   -6810.5527  0.3283 
   00024    0.4500   -6874.1123  0.3258 
   00025    0.4516   -6903.7585  0.3349 
   00026    0.4476   -6902.3595  0.3377 
   00027    0.4404   -6899.0604  0.3385 
   00028    0.4452   -6879.0262  0.3250 
   00029    0.4520   -6899.2552  0.3405 
   00030    0.4624   -6904.9998  0.3355 
   00031    0.4220   -6930.4384  0.3363 
   00032    0.4320   -6919.6845  0.3374 
   00033    0.4444   -6933.0778  0.3388 
   00034    0.4360   -6991.4787  0.3351 
   00035    0.4224   -6988.0238  0.3436 
   00036    0.4412   -7018.6884  0.3368 
   00037    0.4304   -7056.4156  0.3382 
   00038    0.4332   -7018.5263  0.3382 
   00039    0.4472   -7046.7016  0.3282 
   00040    0.4504   -7053.4880  0.3317 
   00041    0.4324   -7065.9467  0.3356 
   00042    0.4468   -7136.9711  0.3376 
   00043    0.4348   -7208.8029  0.3498 
   00044    0.4316   -7177.3892  0.3465 
   00045    0.4340   -7156.9367  0.3385 
   00046    0.4120   -7187.9504  0.3407 
   00047    0.4288   -7211.8433  0.3486 
   00048    0.4332   -7196.6759  0.3515 
   00049    0.4284   -7165.2711  0.3537 
   00050    0.4308   -7135.9927  0.3544 
   00051    0.4420   -7164.1493  0.3580 
   00052    0.4336   -7186.0016  0.3568 
   00053    0.4368   -7182.0346  0.3716 
   00054    0.4300   -7241.1091  0.3723 
   00055    0.4500   -7183.2701  0.3712 
   00056    0.4216   -7170.2535  0.3708 
   00057    0.4208   -7177.4170  0.3599 
   00058    0.4560   -7131.8260  0.3601 
   00059    0.4512   -7157.4656  0.3560 
   00060    0.4276   -7158.2365  0.3472 
   00061    0.4316   -7165.3897  0.3468 
   00062    0.4396   -7132.2151  0.3377 
   00063    0.4420   -7132.6927  0.3300 
   00064    0.4396   -7158.6779  0.3306 
   00065    0.4340   -7200.8126  0.3431 
   00066    0.4376   -7197.8635  0.3507 
   00067    0.4316   -7177.3178  0.3602 
   00068    0.4484   -7180.3239  0.3540 
   00069    0.4272   -7142.9382  0.3570 
   00070    0.4400   -7166.3002  0.3610 
   00071    0.4496   -7160.0071  0.3634 
   00072    0.4300   -7213.5446  0.3657 
   00073    0.4336   -7218.5345  0.3703 
   00074    0.4372   -7238.8463  0.3751 
   00075    0.4228   -7237.0768  0.3709 
   00076    0.4392   -7237.5721  0.3636 
   00077    0.4240   -7164.2879  0.3585 
   00078    0.4448   -7150.6210  0.3622 
   00079    0.4368   -7164.5537  0.3578 
   00080    0.4228   -7166.2801  0.3603 
   00081    0.4076   -7164.7341  0.3582 
   00082    0.4316   -7179.0525  0.3623 
   00083    0.4248   -7271.9534  0.3700 
   00084    0.4392   -7285.4024  0.3789 
   00085    0.4456   -7294.3507  0.3772 
   00086    0.4216   -7261.0271  0.3759 
   00087    0.4164   -7296.7789  0.3856 
   00088    0.4432   -7271.7758  0.3857 
   00089    0.4196   -7326.9975  0.3901 
   00090    0.4348   -7232.0885  0.3860 
   00091    0.4268   -7233.7415  0.3872 
   00092    0.4264   -7198.7268  0.3931 
   00093    0.4340   -7173.6364  0.3952 
   00094    0.4160   -7285.1980  0.4054 
   00095    0.4368   -7280.4825  0.4079 
   00096    0.4172   -7301.9979  0.4068 
   00097    0.4244   -7287.0615  0.3993 
   00098    0.4452   -7239.1615  0.4038 
   00099    0.4328   -7244.7663  0.3973 
   00100    0.4220   -7240.5596  0.3962 
   00101    0.4292   -7277.0542  0.3962 
   00102    0.4336   -7277.8155  0.3959 
   00103    0.4192   -7290.6044  0.4065 
   00104    0.4364   -7192.3069  0.3987 
   00105    0.4432   -7199.9917  0.4016 
   00106    0.4540   -7273.6504  0.3941 
   00107    0.4200   -7335.9432  0.3957 
   00108    0.4128   -7328.1487  0.3959 
   00109    0.4228   -7312.1799  0.4004 
   00110    0.4188   -7289.3887  0.4067 
   00111    0.4080   -7323.0383  0.4104 
   00112    0.4396   -7318.3121  0.4041 
   00113    0.4352   -7350.0987  0.3990 
   00114    0.4052   -7313.4899  0.3984 
   00115    0.4400   -7355.0178  0.3903 
   00116    0.4384   -7397.0309  0.3950 
   00117    0.3980   -7394.3529  0.3967 
   00118    0.4280   -7323.8843  0.4007 
   00119    0.4316   -7329.3030  0.3967 
   00120    0.4188   -7345.3866  0.3967 
   00121    0.4264   -7342.2469  0.3933 
   00122    0.4116   -7275.6129  0.3890 
   00123    0.4212   -7269.6190  0.3883 
   00124    0.4480   -7319.1931  0.3903 
   00125    0.4184   -7356.1978  0.3847 
   00126    0.4012   -7290.0107  0.3839 
   00127    0.4144   -7304.0895  0.3871 
   00128    0.4100   -7306.8756  0.3847 
   00129    0.4092   -7337.8290  0.3779 
   00130    0.4336   -7291.5251  0.3779 
   00131    0.4436   -7282.0115  0.3805 
   00132    0.4240   -7201.8080  0.3744 
   00133    0.4320   -7271.5293  0.3855 
   00134    0.4264   -7279.8572  0.3903 
   00135    0.4344   -7335.3656  0.3950 
   00136    0.4148   -7311.3145  0.3911 
   00137    0.4056   -7308.5999  0.3953 
   00138    0.4196   -7327.4338  0.3965 
   00139    0.4072   -7393.7898  0.3989 
   00140    0.4096   -7430.1572  0.3919 
   00141    0.4176   -7448.3864  0.3919 
   00142    0.4136   -7384.8767  0.3956 
   00143    0.4284   -7366.1907  0.3936 
   00144    0.4372   -7360.8190  0.3984 
   00145    0.4116   -7415.2610  0.3953 
   00146    0.4300   -7406.8444  0.3916 
   00147    0.4100   -7425.2053  0.3891 
   00148    0.4148   -7373.8813  0.3948 
   00149    0.4236   -7371.1877  0.3946 
   00150    0.4112   -7357.0153  0.4054 
   00151    0.4396   -7369.4581  0.3981 
   00152    0.4296   -7370.0697  0.3985 
   00153    0.4260   -7361.6781  0.3935 
   00154    0.4072   -7346.6654  0.3871 
   00155    0.4108   -7396.9082  0.3861 
   00156    0.4184   -7422.9989  0.3930 
   00157    0.4036   -7437.1314  0.3931 
   00158    0.4076   -7416.6062  0.3826 
   00159    0.4104   -7386.1983  0.3795 
   00160    0.4208   -7355.3160  0.3745 
   00161    0.4100   -7368.7242  0.3775 
   00162    0.4140   -7304.6542  0.3756 
   00163    0.4228   -7344.7142  0.3831 
   00164    0.4296   -7404.6268  0.3884 
   00165    0.4124   -7423.5961  0.3882 
   00166    0.4160   -7452.8822  0.3904 
   00167    0.4088   -7468.6941  0.3981 
   00168    0.4156   -7442.7022  0.3924 
   00169    0.4108   -7391.6402  0.3859 
   00170    0.4244   -7400.6912  0.3911 
   00171    0.4200   -7395.0367  0.3876 
   00172    0.4284   -7429.2552  0.3822 
   00173    0.4228   -7395.2416  0.3723 
   00174    0.4104   -7324.0990  0.3675 
   00175    0.4400   -7341.6934  0.3667 
   00176    0.4192   -7434.3484  0.3632 
   00177    0.4144   -7418.1051  0.3629 
   00178    0.4100   -7426.5890  0.3672 
   00179    0.4084   -7492.3820  0.3721 
   00180    0.4280   -7510.4403  0.3736 
   00181    0.4280   -7470.6418  0.3673 
   00182    0.4176   -7476.5546  0.3644 
   00183    0.4256   -7466.2575  0.3594 
   00184    0.3912   -7423.2628  0.3662 
   00185    0.4212   -7461.4786  0.3639 
   00186    0.4088   -7448.8165  0.3673 
   00187    0.4104   -7381.0279  0.3739 
   00188    0.4184   -7367.9871  0.3686 
   00189    0.4212   -7388.7887  0.3682 
   00190    0.4168   -7458.1230  0.3691 
   00191    0.4240   -7461.2110  0.3605 
   00192    0.4160   -7472.0709  0.3646 
   00193    0.4120   -7467.7613  0.3677 
   00194    0.4208   -7459.4696  0.3634 
   00195    0.4276   -7432.1999  0.3673 
   00196    0.4340   -7412.0519  0.3672 
   00197    0.4224   -7442.5998  0.3653 
   00198    0.4192   -7478.6862  0.3601 
   00199    0.3988   -7495.9540  0.3594 
   00200    0.4216   -7458.4042  0.3645 
   00201    0.4212   -7400.4910  0.3634 
   00202    0.4072   -7412.6047  0.3714 
   00203    0.3988   -7405.6291  0.3644 
   00204    0.4200   -7435.0852  0.3727 
   00205    0.4200   -7463.1240  0.3785 
   00206    0.4160   -7496.2506  0.3847 
   00207    0.4252   -7491.3372  0.3844 
   00208    0.4012   -7522.9950  0.3813 
   00209    0.4212   -7505.3762  0.3761 
   00210    0.4152   -7423.5607  0.3768 
   00211    0.4120   -7442.7216  0.3805 
   00212    0.4340   -7379.8504  0.3901 
   00213    0.4248   -7385.2835  0.3967 
   00214    0.4276   -7399.6657  0.3982 
   00215    0.4200   -7412.9330  0.3913 
   00216    0.4236   -7403.9415  0.3869 
   00217    0.4212   -7335.1733  0.3908 
   00218    0.4108   -7423.8648  0.3909 
   00219    0.4140   -7457.7171  0.3911 
   00220    0.4172   -7388.4033  0.3899 
   00221    0.4288   -7382.0912  0.3917 
   00222    0.4372   -7400.0578  0.3908 
   00223    0.4168   -7371.6401  0.3907 
   00224    0.4088   -7420.1016  0.3813 
   00225    0.4184   -7384.6560  0.3870 
   00226    0.4148   -7370.4773  0.3860 
   00227    0.4280   -7321.1640  0.3957 
   00228    0.4124   -7358.9412  0.4014 
   00229    0.4168   -7356.7670  0.3990 
   00230    0.3896   -7366.2881  0.3923 
   00231    0.4204   -7354.1766  0.3977 
   00232    0.4268   -7361.0226  0.4036 
   00233    0.4168   -7424.7185  0.4073 
   00234    0.4208   -7370.5328  0.4030 
   00235    0.4272   -7359.5623  0.4067 
   00236    0.4336   -7423.5741  0.4132 
   00237    0.4100   -7403.0781  0.4093 
   00238    0.4220   -7388.7239  0.4101 
   00239    0.4084   -7417.9747  0.4076 
   00240    0.4092   -7368.6519  0.4025 
   00241    0.4212   -7384.3259  0.4131 
   00242    0.4284   -7445.3257  0.4134 
   00243    0.4364   -7349.5824  0.4146 
   00244    0.4352   -7313.3564  0.4144 
   00245    0.4228   -7357.2459  0.4131 
   00246    0.4184   -7348.6215  0.4147 
   00247    0.4204   -7393.4593  0.4134 
   00248    0.4328   -7430.0137  0.4150 
   00249    0.4104   -7418.3451  0.4110 
   00250    0.4220   -7396.6660  0.4162 
   00251    0.4112   -7422.3760  0.4262 
   00252    0.4368   -7377.9527  0.4244 
   00253    0.4184   -7463.1301  0.4313 
   00254    0.4152   -7409.5033  0.4301 
   00255    0.4180   -7423.9953  0.4287 
   00256    0.4156   -7429.6531  0.4328 
   00257    0.4072   -7459.9860  0.4277 
   00258    0.4132   -7403.0347  0.4250 
   00259    0.4124   -7364.7695  0.4232 
   00260    0.4356   -7356.2140  0.4239 
   00261    0.4188   -7384.7453  0.4237 
   00262    0.4212   -7372.0123  0.4342 
   00263    0.4128   -7416.9504  0.4339 
   00264    0.4176   -7455.9006  0.4241 
   00265    0.4016   -7438.6899  0.4222 
   00266    0.3964   -7439.7607  0.4269 
   00267    0.4136   -7484.6036  0.4304 
   00268    0.4304   -7497.5566  0.4249 
   00269    0.4128   -7448.2082  0.4205 
   00270    0.4176   -7451.8811  0.4156 
   00271    0.4148   -7535.2596  0.4177 
   00272    0.4076   -7582.3796  0.4155 
   00273    0.4076   -7562.8208  0.4212 
   00274    0.4320   -7486.1142  0.4151 
   00275    0.4164   -7464.8761  0.4118 
   00276    0.4116   -7511.3920  0.4210 
   00277    0.4008   -7511.0710  0.4116 
   00278    0.4152   -7589.8908  0.4253 
   00279    0.3948   -7551.8500  0.4241 
   00280    0.4144   -7593.4984  0.4282 
   00281    0.4204   -7554.2625  0.4325 
   00282    0.4224   -7570.2516  0.4283 
   00283    0.4116   -7598.3363  0.4314 
   00284    0.4004   -7610.8996  0.4273 
   00285    0.4136   -7554.9944  0.4203 
   00286    0.4180   -7521.3841  0.4200 
   00287    0.4212   -7496.6541  0.4143 
   00288    0.4280   -7491.9563  0.4102 
