#=====================================================
# File created:        Tue-12-Mar-2024-at-06-52-03AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.323792
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2402.3734  0.2661 
   00001    0.6848   -3755.0972  0.2610 
   00002    0.6076   -4514.6193  0.2583 
   00003    0.5724   -4980.3955  0.2597 
   00004    0.5324   -5243.3008  0.2595 
   00005    0.5136   -5546.6468  0.2707 
   00006    0.4936   -5706.1563  0.2865 
   00007    0.4908   -5892.2367  0.2897 
   00008    0.4780   -6021.6274  0.2900 
   00009    0.4884   -6181.2637  0.2984 
   00010    0.4728   -6299.1581  0.2978 
   00011    0.4804   -6462.8881  0.2999 
   00012    0.4636   -6566.1107  0.2891 
   00013    0.4664   -6560.0632  0.2951 
   00014    0.4396   -6623.7145  0.2966 
   00015    0.4456   -6752.3347  0.2996 
   00016    0.4464   -6823.9826  0.3096 
   00017    0.4156   -6835.9306  0.3008 
   00018    0.4276   -6899.2303  0.3061 
   00019    0.4360   -6998.0009  0.3149 
   00020    0.4344   -7001.3611  0.3273 
   00021    0.4512   -6972.0875  0.3302 
   00022    0.4324   -7002.9837  0.3397 
   00023    0.4368   -7032.8024  0.3403 
   00024    0.4340   -7044.9297  0.3406 
   00025    0.4404   -7071.7195  0.3472 
   00026    0.4208   -7128.3306  0.3539 
   00027    0.4468   -7136.6939  0.3628 
   00028    0.4348   -7135.4038  0.3608 
   00029    0.4328   -7195.7448  0.3624 
   00030    0.4192   -7195.2102  0.3623 
   00031    0.4196   -7144.8494  0.3611 
   00032    0.4076   -7172.1329  0.3623 
   00033    0.4280   -7194.8738  0.3702 
   00034    0.4192   -7172.2322  0.3664 
   00035    0.4304   -7144.9529  0.3686 
   00036    0.4328   -7197.5740  0.3686 
   00037    0.4280   -7256.9165  0.3664 
   00038    0.4184   -7199.5701  0.3625 
   00039    0.4408   -7263.2555  0.3692 
   00040    0.4172   -7239.2021  0.3713 
   00041    0.4248   -7220.5036  0.3618 
   00042    0.4184   -7292.4550  0.3481 
   00043    0.4020   -7295.1993  0.3490 
   00044    0.4340   -7240.7837  0.3487 
   00045    0.4168   -7266.2512  0.3497 
   00046    0.4264   -7287.6694  0.3440 
   00047    0.4372   -7235.3244  0.3422 
   00048    0.4348   -7244.2129  0.3471 
   00049    0.4216   -7250.4024  0.3415 
   00050    0.4368   -7281.4180  0.3508 
   00051    0.4184   -7263.4185  0.3488 
   00052    0.4168   -7292.7564  0.3588 
   00053    0.4392   -7330.2010  0.3599 
   00054    0.4236   -7287.4466  0.3606 
   00055    0.4284   -7322.8717  0.3618 
   00056    0.4228   -7368.1370  0.3615 
   00057    0.4192   -7361.6216  0.3644 
   00058    0.4168   -7349.6578  0.3572 
   00059    0.4256   -7352.6254  0.3602 
   00060    0.4032   -7374.1408  0.3555 
   00061    0.4344   -7371.4098  0.3633 
   00062    0.4320   -7385.4792  0.3621 
   00063    0.4052   -7292.0014  0.3601 
   00064    0.4208   -7321.7472  0.3532 
   00065    0.4160   -7371.6939  0.3566 
   00066    0.4288   -7357.2305  0.3574 
   00067    0.4304   -7358.1698  0.3646 
   00068    0.4152   -7358.4983  0.3660 
   00069    0.4212   -7361.2402  0.3702 
   00070    0.3976   -7408.6265  0.3790 
   00071    0.4100   -7339.7772  0.3663 
   00072    0.4248   -7353.2338  0.3581 
   00073    0.4316   -7374.3691  0.3611 
   00074    0.4216   -7422.5382  0.3615 
   00075    0.4220   -7415.0108  0.3592 
   00076    0.4312   -7411.0448  0.3531 
   00077    0.4356   -7356.1284  0.3588 
   00078    0.4244   -7349.7343  0.3600 
   00079    0.4260   -7367.4529  0.3578 
   00080    0.4140   -7393.8769  0.3601 
   00081    0.4364   -7377.0218  0.3592 
   00082    0.4244   -7419.5987  0.3516 
   00083    0.4020   -7348.5563  0.3614 
   00084    0.4296   -7366.7756  0.3602 
   00085    0.4220   -7404.4254  0.3602 
   00086    0.4096   -7399.9396  0.3683 
   00087    0.4168   -7395.2687  0.3727 
   00088    0.4144   -7410.0264  0.3675 
   00089    0.4388   -7425.6403  0.3678 
   00090    0.4028   -7449.6706  0.3654 
   00091    0.4152   -7451.2225  0.3562 
   00092    0.4196   -7460.1253  0.3563 
   00093    0.4248   -7485.1841  0.3600 
   00094    0.4208   -7485.7183  0.3687 
   00095    0.4164   -7486.3037  0.3642 
   00096    0.3972   -7478.3198  0.3612 
   00097    0.4308   -7432.3796  0.3647 
   00098    0.4104   -7455.3082  0.3632 
   00099    0.4240   -7459.2533  0.3626 
   00100    0.4156   -7421.3958  0.3602 
   00101    0.4068   -7449.5143  0.3600 
   00102    0.4128   -7469.6062  0.3577 
   00103    0.4176   -7466.5894  0.3597 
   00104    0.4100   -7553.7738  0.3547 
   00105    0.4192   -7529.7902  0.3500 
   00106    0.4092   -7580.2380  0.3469 
   00107    0.4140   -7538.2023  0.3442 
   00108    0.4132   -7511.4881  0.3449 
   00109    0.4164   -7529.1332  0.3481 
   00110    0.4064   -7525.2626  0.3436 
   00111    0.4128   -7523.4126  0.3394 
   00112    0.4088   -7582.5207  0.3419 
   00113    0.4048   -7588.6287  0.3516 
   00114    0.4096   -7557.8160  0.3520 
   00115    0.4148   -7557.7522  0.3566 
   00116    0.3992   -7456.4182  0.3557 
   00117    0.4252   -7540.4904  0.3598 
   00118    0.4056   -7505.7581  0.3660 
   00119    0.3936   -7476.5308  0.3638 
   00120    0.4168   -7490.9449  0.3711 
   00121    0.4124   -7423.4738  0.3652 
   00122    0.4156   -7432.6286  0.3663 
   00123    0.4268   -7472.1412  0.3651 
   00124    0.4300   -7509.0965  0.3716 
   00125    0.4180   -7492.9618  0.3794 
   00126    0.4312   -7437.1304  0.3810 
   00127    0.4080   -7527.4370  0.3724 
