#=====================================================
# File created:        Tue-12-Mar-2024-at-06-50-45AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.313515
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2436.6561  0.2544 
   00001    0.6780   -3771.5345  0.2547 
   00002    0.6244   -4470.7617  0.2648 
   00003    0.5544   -4827.3418  0.2525 
   00004    0.5520   -5205.4547  0.2616 
   00005    0.5288   -5456.9674  0.2723 
   00006    0.4948   -5742.8112  0.2678 
   00007    0.5120   -5906.2794  0.2654 
   00008    0.4876   -6066.0725  0.2665 
   00009    0.4996   -6269.3454  0.2678 
   00010    0.4828   -6321.1969  0.2658 
   00011    0.4884   -6365.5982  0.2610 
   00012    0.4804   -6481.5812  0.2676 
   00013    0.4492   -6549.7335  0.2683 
   00014    0.4564   -6592.5442  0.2736 
   00015    0.4656   -6575.7235  0.2831 
   00016    0.4808   -6685.2217  0.2856 
   00017    0.4476   -6735.9575  0.2844 
   00018    0.4644   -6818.8985  0.2891 
   00019    0.4452   -6866.8149  0.2954 
   00020    0.4432   -6843.9396  0.2878 
   00021    0.4448   -6885.9959  0.2822 
   00022    0.4364   -6912.8605  0.2843 
   00023    0.4328   -6974.4535  0.2859 
   00024    0.4536   -6913.4225  0.2890 
   00025    0.4512   -6970.6432  0.2919 
   00026    0.4308   -6960.2082  0.2992 
   00027    0.4200   -6955.7749  0.2990 
   00028    0.4500   -6968.7888  0.3006 
   00029    0.4328   -6975.5353  0.2922 
   00030    0.4616   -7018.1299  0.2926 
   00031    0.4396   -7034.9037  0.2955 
   00032    0.4308   -7058.2995  0.2963 
   00033    0.4420   -7094.3016  0.2978 
   00034    0.4304   -7125.6668  0.2998 
   00035    0.4292   -7170.6715  0.2961 
   00036    0.4336   -7176.3286  0.2905 
   00037    0.4232   -7205.1180  0.2941 
   00038    0.4268   -7191.9732  0.2913 
   00039    0.4356   -7156.0308  0.3007 
   00040    0.4364   -7160.6326  0.3021 
   00041    0.4536   -7128.4220  0.3090 
   00042    0.4372   -7248.6221  0.3130 
   00043    0.4264   -7280.4028  0.3018 
   00044    0.4356   -7256.5044  0.3067 
   00045    0.4280   -7280.6650  0.3122 
   00046    0.4232   -7326.2985  0.3167 
   00047    0.4180   -7297.7886  0.3281 
   00048    0.4260   -7291.4323  0.3289 
   00049    0.4288   -7265.0004  0.3232 
   00050    0.4332   -7287.1618  0.3145 
   00051    0.4384   -7281.5533  0.3168 
   00052    0.4176   -7307.1261  0.3205 
   00053    0.4388   -7270.9177  0.3181 
   00054    0.4192   -7301.9015  0.3182 
   00055    0.4360   -7345.9756  0.3161 
   00056    0.4200   -7391.3552  0.3106 
   00057    0.4112   -7395.8539  0.3101 
   00058    0.4144   -7345.0051  0.3209 
   00059    0.4264   -7346.5279  0.3154 
   00060    0.4268   -7321.6908  0.3173 
   00061    0.4360   -7285.5736  0.3218 
   00062    0.4096   -7286.3861  0.3187 
   00063    0.4504   -7270.8243  0.3215 
   00064    0.4188   -7267.4428  0.3240 
   00065    0.4280   -7245.0449  0.3219 
   00066    0.4088   -7295.1183  0.3173 
   00067    0.4184   -7324.5544  0.3139 
   00068    0.4364   -7381.5237  0.3169 
   00069    0.4064   -7314.0552  0.3215 
   00070    0.4144   -7269.8874  0.3202 
   00071    0.4340   -7334.4395  0.3203 
   00072    0.4368   -7339.2739  0.3277 
   00073    0.4292   -7298.0331  0.3293 
   00074    0.4248   -7313.3048  0.3242 
   00075    0.4264   -7304.0476  0.3207 
   00076    0.4432   -7307.8385  0.3266 
   00077    0.4200   -7341.4799  0.3259 
   00078    0.4216   -7338.6018  0.3291 
   00079    0.4388   -7322.0239  0.3360 
   00080    0.4352   -7284.0678  0.3408 
   00081    0.4212   -7288.2179  0.3433 
   00082    0.4264   -7281.5871  0.3341 
   00083    0.4268   -7302.3129  0.3209 
   00084    0.4532   -7334.0494  0.3303 
   00085    0.4308   -7339.5248  0.3364 
   00086    0.4188   -7333.6654  0.3337 
   00087    0.3968   -7378.4708  0.3322 
   00088    0.4300   -7329.5688  0.3381 
