#=====================================================
# File created:        Tue-12-Mar-2024-at-06-50-56AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.312142
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2552.6243  0.2703 
   00001    0.6804   -3813.0889  0.2746 
   00002    0.6184   -4522.9604  0.2816 
   00003    0.5596   -5005.5821  0.2690 
   00004    0.5540   -5284.5175  0.2696 
   00005    0.5248   -5529.0881  0.2631 
   00006    0.5028   -5636.3018  0.2752 
   00007    0.4948   -5839.3009  0.2781 
   00008    0.5072   -5997.9541  0.2879 
   00009    0.4796   -6162.6385  0.2986 
   00010    0.4752   -6244.9290  0.2939 
   00011    0.4824   -6366.3283  0.2953 
   00012    0.4632   -6321.2462  0.2892 
   00013    0.4708   -6394.2971  0.2830 
   00014    0.4536   -6432.8648  0.2889 
   00015    0.4628   -6532.3098  0.2798 
   00016    0.4412   -6625.3512  0.2782 
   00017    0.4600   -6632.8604  0.2859 
   00018    0.4652   -6644.0043  0.2838 
   00019    0.4564   -6701.5646  0.2883 
   00020    0.4512   -6769.0854  0.2872 
   00021    0.4412   -6813.1653  0.2902 
   00022    0.4592   -6860.9308  0.2965 
   00023    0.4420   -6937.9065  0.2914 
   00024    0.4340   -7000.3233  0.2954 
   00025    0.4288   -6952.6351  0.2963 
   00026    0.4496   -6979.1034  0.2888 
   00027    0.4264   -6979.2308  0.2801 
   00028    0.4376   -7017.6429  0.2848 
   00029    0.4400   -7037.5644  0.2796 
   00030    0.4332   -6964.5766  0.2797 
   00031    0.4424   -6980.2083  0.2767 
   00032    0.4436   -7035.7670  0.2739 
   00033    0.4168   -7009.5113  0.2815 
   00034    0.4308   -7026.6171  0.2785 
   00035    0.4404   -7075.4879  0.2746 
   00036    0.4344   -7118.9659  0.2751 
   00037    0.4236   -7075.4368  0.2829 
   00038    0.4412   -7097.1950  0.2851 
   00039    0.4240   -7148.9387  0.2998 
   00040    0.4344   -7180.9530  0.2969 
   00041    0.4448   -7154.7337  0.2996 
   00042    0.4388   -7127.0717  0.3111 
   00043    0.4340   -7201.8467  0.3125 
   00044    0.4288   -7232.9212  0.3126 
   00045    0.4068   -7216.7884  0.3107 
   00046    0.4344   -7161.1101  0.3087 
   00047    0.4360   -7220.9032  0.3036 
   00048    0.4240   -7277.3512  0.3104 
   00049    0.4432   -7322.6889  0.3136 
   00050    0.4408   -7261.2735  0.3208 
   00051    0.4256   -7245.7530  0.3249 
   00052    0.4296   -7244.3861  0.3194 
   00053    0.4276   -7228.3135  0.3094 
   00054    0.4224   -7257.7575  0.3092 
   00055    0.4172   -7255.4209  0.3075 
   00056    0.4344   -7286.1727  0.3185 
   00057    0.4332   -7203.8865  0.3139 
   00058    0.4276   -7246.2612  0.3196 
   00059    0.4224   -7259.8831  0.3255 
   00060    0.4176   -7320.3532  0.3323 
   00061    0.4224   -7323.0194  0.3335 
   00062    0.4276   -7303.6618  0.3356 
   00063    0.4256   -7330.1275  0.3405 
   00064    0.4248   -7231.8127  0.3394 
   00065    0.4444   -7277.9671  0.3456 
   00066    0.4316   -7347.5395  0.3416 
   00067    0.4224   -7312.8334  0.3398 
   00068    0.4252   -7286.8526  0.3315 
   00069    0.4336   -7246.4321  0.3333 
   00070    0.4332   -7272.7426  0.3348 
   00071    0.4236   -7281.6570  0.3375 
   00072    0.4268   -7357.6418  0.3413 
   00073    0.4184   -7358.3320  0.3468 
   00074    0.3992   -7340.0523  0.3486 
   00075    0.4232   -7360.7022  0.3421 
   00076    0.4288   -7368.8935  0.3436 
   00077    0.4188   -7366.2258  0.3437 
   00078    0.4160   -7346.1970  0.3454 
   00079    0.4232   -7368.8871  0.3479 
   00080    0.4168   -7401.8393  0.3489 
   00081    0.4340   -7394.1222  0.3503 
   00082    0.4276   -7418.8568  0.3481 
   00083    0.4168   -7393.2262  0.3410 
   00084    0.4124   -7448.8937  0.3433 
   00085    0.4196   -7368.4126  0.3440 
   00086    0.4192   -7412.5959  0.3495 
   00087    0.4096   -7455.1154  0.3492 
   00088    0.4048   -7443.2886  0.3493 
   00089    0.4300   -7420.5854  0.3415 
   00090    0.4308   -7407.4606  0.3403 
   00091    0.4100   -7411.4381  0.3346 
   00092    0.4148   -7410.3921  0.3390 
   00093    0.4264   -7440.4897  0.3337 
   00094    0.4072   -7417.9969  0.3324 
   00095    0.4276   -7392.4710  0.3388 
   00096    0.4132   -7425.6818  0.3369 
   00097    0.4164   -7439.0249  0.3353 
   00098    0.4076   -7417.4492  0.3313 
   00099    0.4256   -7429.4858  0.3336 
   00100    0.4080   -7405.2793  0.3332 
   00101    0.4280   -7417.0531  0.3326 
   00102    0.4312   -7441.9379  0.3308 
   00103    0.4296   -7443.5411  0.3310 
   00104    0.4220   -7416.7152  0.3290 
   00105    0.4216   -7432.6920  0.3342 
   00106    0.4220   -7422.2642  0.3347 
   00107    0.4192   -7363.5008  0.3226 
   00108    0.4324   -7408.0164  0.3265 
   00109    0.3956   -7390.3390  0.3287 
   00110    0.4336   -7406.8915  0.3207 
   00111    0.4112   -7430.2374  0.3152 
   00112    0.4336   -7385.8922  0.3124 
   00113    0.4312   -7433.1904  0.3111 
   00114    0.4060   -7431.0348  0.3059 
   00115    0.4108   -7445.0455  0.3024 
   00116    0.4400   -7454.0751  0.3014 
   00117    0.4280   -7457.4357  0.2997 
   00118    0.4384   -7481.9584  0.3019 
   00119    0.4156   -7444.7471  0.3009 
   00120    0.4192   -7480.2933  0.2866 
   00121    0.4276   -7491.9071  0.2815 
   00122    0.4156   -7466.1172  0.2823 
   00123    0.4152   -7476.8681  0.2861 
   00124    0.4088   -7438.7787  0.2883 
   00125    0.4348   -7468.4940  0.2833 
   00126    0.4168   -7384.9984  0.2817 
   00127    0.4336   -7401.2758  0.2769 
   00128    0.4272   -7392.7273  0.2822 
   00129    0.4176   -7428.6553  0.2785 
   00130    0.3880   -7436.0444  0.2778 
   00131    0.4088   -7417.0237  0.2808 
   00132    0.4316   -7442.6907  0.2854 
   00133    0.4332   -7385.1152  0.2827 
   00134    0.4332   -7424.8841  0.2782 
   00135    0.4148   -7451.5367  0.2817 
   00136    0.4332   -7425.2236  0.2840 
   00137    0.4228   -7422.5196  0.2847 
   00138    0.4288   -7462.5585  0.2828 
   00139    0.4008   -7457.6632  0.2778 
   00140    0.4288   -7419.5577  0.2813 
   00141    0.4372   -7458.2387  0.2849 
   00142    0.4108   -7448.5844  0.2803 
