#=====================================================
# File created:        Tue-12-Mar-2024-at-06-52-08AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.322167
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2454.2346  0.2666 
   00001    0.6868   -3795.2063  0.2708 
   00002    0.6096   -4425.3900  0.2768 
   00003    0.5748   -4874.3613  0.2753 
   00004    0.5492   -5185.4490  0.2743 
   00005    0.5440   -5421.8292  0.2924 
   00006    0.5112   -5675.3565  0.2891 
   00007    0.5180   -5787.2768  0.2941 
   00008    0.5028   -5951.5675  0.2901 
   00009    0.4872   -6112.1151  0.2857 
   00010    0.4908   -6297.1750  0.2898 
   00011    0.4828   -6361.4326  0.2961 
   00012    0.4776   -6400.8143  0.2988 
   00013    0.4608   -6416.0720  0.2968 
   00014    0.4864   -6423.1325  0.2939 
   00015    0.4612   -6449.9862  0.2936 
   00016    0.4732   -6526.5959  0.2954 
   00017    0.4684   -6537.8685  0.3019 
   00018    0.4704   -6632.9384  0.3094 
   00019    0.4456   -6638.2619  0.3120 
   00020    0.4720   -6637.5563  0.3158 
   00021    0.4728   -6674.2849  0.3072 
   00022    0.4428   -6685.3963  0.3095 
   00023    0.4660   -6788.9468  0.3029 
   00024    0.4536   -6824.0414  0.3153 
   00025    0.4496   -6870.1685  0.3184 
   00026    0.4440   -6913.5677  0.3176 
   00027    0.4384   -6984.6301  0.3212 
   00028    0.4460   -6947.8211  0.3190 
   00029    0.4316   -6979.1796  0.3155 
   00030    0.4400   -6939.3891  0.3183 
   00031    0.4372   -6883.3655  0.3206 
   00032    0.4376   -6904.4361  0.3231 
   00033    0.4524   -6896.3192  0.3236 
   00034    0.4392   -6977.5933  0.3232 
   00035    0.4388   -7006.2122  0.3239 
   00036    0.4324   -6949.6393  0.3207 
   00037    0.4284   -6914.2982  0.3216 
   00038    0.4260   -6953.8898  0.3194 
   00039    0.4548   -7015.8579  0.3214 
   00040    0.4444   -7050.4939  0.3269 
   00041    0.4412   -7086.6768  0.3286 
   00042    0.4400   -7105.9478  0.3294 
   00043    0.4220   -7023.6126  0.3273 
