#=====================================================
# File created:        Tue-12-Mar-2024-at-05-44-03AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        0.717454
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2512.1854  0.2579 
   00001    0.6752   -3730.5042  0.2673 
   00002    0.6104   -4476.6463  0.2800 
   00003    0.5844   -5090.6536  0.2871 
   00004    0.5608   -5384.4223  0.2840 
   00005    0.5260   -5721.0314  0.2900 
   00006    0.5100   -5991.1942  0.3033 
   00007    0.5016   -6150.8517  0.3116 
   00008    0.4812   -6290.5820  0.3126 
   00009    0.4952   -6453.8746  0.3117 
   00010    0.4696   -6527.6704  0.3100 
   00011    0.4636   -6619.2922  0.3103 
   00012    0.4752   -6671.3803  0.3082 
   00013    0.4612   -6697.0274  0.3057 
   00014    0.4524   -6782.4413  0.3031 
   00015    0.4360   -6897.5357  0.3015 
   00016    0.4840   -6994.5538  0.3223 
   00017    0.4480   -7061.5557  0.3186 
   00018    0.4568   -7090.6256  0.3203 
   00019    0.4348   -7119.2652  0.3251 
   00020    0.4348   -7113.7644  0.3302 
   00021    0.4528   -7078.2543  0.3232 
   00022    0.4264   -7182.8469  0.3286 
   00023    0.4552   -7192.8132  0.3370 
   00024    0.4372   -7217.0524  0.3381 
   00025    0.4492   -7264.6918  0.3418 
   00026    0.4320   -7289.6064  0.3410 
   00027    0.4280   -7335.4677  0.3515 
   00028    0.4356   -7404.1943  0.3534 
   00029    0.4288   -7446.6091  0.3619 
   00030    0.4204   -7491.8711  0.3617 
   00031    0.4100   -7445.6053  0.3626 
   00032    0.4228   -7468.0736  0.3628 
   00033    0.4216   -7450.3306  0.3531 
   00034    0.4208   -7491.9380  0.3607 
   00035    0.4136   -7517.5123  0.3668 
   00036    0.4184   -7586.8835  0.3734 
   00037    0.4168   -7642.9371  0.3829 
   00038    0.4244   -7647.5438  0.3890 
   00039    0.4268   -7649.7411  0.3893 
   00040    0.4176   -7623.3684  0.3942 
   00041    0.4212   -7656.8621  0.4096 
   00042    0.4252   -7675.4852  0.4074 
   00043    0.3948   -7669.6017  0.3994 
   00044    0.4044   -7703.9837  0.4018 
   00045    0.4128   -7680.2345  0.4015 
   00046    0.4072   -7683.7681  0.4065 
   00047    0.4184   -7711.8964  0.4111 
   00048    0.4188   -7713.2555  0.4029 
