LebwohlLasher9.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.273, Time: 0.754862 s
         1054548 function calls (1039762 primitive calls) in 1.471 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 __init__.py:502(_get_config_or_cache_dir)
       14    0.000    0.000    0.000    0.000 typing.py:1613(copy_with)
      664    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       14    0.000    0.000    0.000    0.000 core.py:8222(__init__)
       52    0.000    0.000    0.000    0.000 twodim_base.py:162(eye)
     1579    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 ExifTags.py:304(GPS)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1145(OffsetImage)
      394    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
       34    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
      125    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1311(__iter__)
      178    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
      104    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       18    0.000    0.000    0.000    0.000 cycler.py:415(cycler)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1297(_recalculate)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1889(__init__)
       20    0.000    0.000    0.000    0.000 pathlib.py:484(_parse_args)
      166    0.000    0.000    0.000    0.000 colors.py:762(__copy__)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:281(_make_selector)
        1    0.000    0.000    0.000    0.000 patches.py:1312(FancyArrow)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
       58    0.000    0.000    0.000    0.000 typing.py:1656(<genexpr>)
       51    0.000    0.000    0.000    0.000 _methods.py:61(_all)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2965(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:576(matplotlib_fname)
      618    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 LebwohlLasher9.py:34(initdat)
       11    0.000    0.000    0.000    0.000 core.py:1663(__call__)
        1    0.000    0.000    0.000    0.000 pathlib.py:349(__init__)
       26    0.000    0.000    0.000    0.000 artist.py:45(allow_rasterization)
        1    0.000    0.000    0.000    0.000 widgets.py:334(Slider)
       14    0.000    0.000    0.000    0.000 core.py:8227(getdoc)
      538    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
        8    0.000    0.000    0.000    0.000 core.py:561(_setResultsName)
     1738    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       25    0.000    0.000    0.000    0.000 enum.py:1004(_find_new_)
        1    0.000    0.000    0.000    0.000 pathlib.py:260(compile_pattern)
        1    0.000    0.000    0.000    0.000 patches.py:1256(Arrow)
      345    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
      332    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      614    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
     1485    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      342    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      935    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
       12    0.000    0.000    0.000    0.000 pathlib.py:504(_from_parts)
        5    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        7    0.000    0.000    0.000    0.000 core.py:1392(__radd__)
      409    0.000    0.000    0.000    0.000 copyreg.py:104(__newobj__)
       37    0.000    0.000    0.000    0.000 typing.py:313(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
      312    0.000    0.000    0.000    0.000 rcsetup.py:800(_convert_validator_spec)
        2    0.000    0.000    0.000    0.000 dataclasses.py:588(_repr_fn)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:59(comma_separated)
       10    0.000    0.000    0.000    0.000 version.py:43(parse)
      220    0.000    0.000    0.000    0.000 typing.py:159(_type_convert)
        1    0.000    0.000    0.000    0.000 patches.py:3062(ArrowStyle)
        1    0.000    0.000    0.000    0.000 widgets.py:1338(TextBox)
      103    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 widgets.py:2535(SpanSelector)
       18    0.000    0.000    0.000    0.000 cycler.py:474(_cycler)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       41    0.000    0.000    0.000    0.000 _compiler.py:386(<listcomp>)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
      183    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
        1    0.000    0.000    0.000    0.000 widgets.py:3846(PolygonSelector)
        9    0.000    0.000    0.000    0.000 pathlib.py:868(__new__)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
      695    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
       10    0.000    0.000    0.000    0.000 version.py:184(__init__)
       20    0.000    0.000    0.000    0.000 colors.py:1180(reversed)
       51    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:362(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      282    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      647    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       40    0.000    0.000    0.000    0.000 colors.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:373(<dictcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:2244(<listcomp>)
      496    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 patches.py:2267(BoxStyle)
      556    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        2    0.000    0.000    0.000    0.000 dataclasses.py:624(_cmp_fn)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
      344    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
       52    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(empty_like)
       18    0.000    0.000    0.000    0.000 cycler.py:364(by_key)
        1    0.000    0.000    0.000    0.000 axis3d.py:53(Axis)
       32    0.000    0.000    0.000    0.000 __init__.py:655(__init__)
     1866    0.000    0.000    0.000    0.000 __init__.py:835(<lambda>)
       52    0.000    0.000    0.000    0.000 enum.py:975(_find_data_type_)
     1194    0.000    0.000    0.000    0.000 inspect.py:3032(parameters)
        1    0.000    0.000    0.000    0.000 image.py:857(AxesImage)
       23    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
      672    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       63    0.000    0.000    0.000    0.000 inspect.py:2065(_signature_is_builtin)
      550    0.000    0.000    0.000    0.000 _parser.py:168(__setitem__)
        4    0.000    0.000    0.000    0.000 __init__.py:597(gen_candidates)
  286/142    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
  145/100    0.000    0.000    0.000    0.000 typing.py:1371(__hash__)
       18    0.000    0.000    0.000    0.000 cycler.py:206(_from_iter)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
     2338    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       23    0.000    0.000    0.000    0.000 core.py:4948(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(lstsq)
        7    0.000    0.000    0.000    0.000 core.py:5590(__add__)
       32    0.000    0.000    0.000    0.000 colors.py:479(<setcomp>)
      189    0.000    0.000    0.000    0.000 inspect.py:1947(_signature_get_user_defined_method)
       53    0.000    0.000    0.000    0.000 linalg.py:136(_commonType)
      197    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      400    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 patches.py:665(Rectangle)
       39    0.000    0.000    0.000    0.000 core.py:2981(_generateDefaultName)
       77    0.000    0.000    0.000    0.000 enum.py:929(_check_for_existing_members_)
       10    0.000    0.000    0.000    0.000 core.py:4147(_generateDefaultName)
       34    0.000    0.000    0.000    0.000 numeric.py:150(ones)
       44    0.000    0.000    0.000    0.000 results.py:533(copy)
        1    0.000    0.000    0.000    0.000 collections.py:1483(EventCollection)
       33    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:908(AnchoredOffsetbox)
      126    0.000    0.000    0.000    0.000 colors.py:958(__init__)
        1    0.000    0.000    0.000    0.000 core.py:450(DebugActions)
        1    0.000    0.000    0.000    0.000 unicode.py:118(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 linalg.py:2150(lstsq)
      197    0.000    0.000    0.000    0.000 _parser.py:956(fix_flags)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 image.py:1420(BboxImage)
       37    0.000    0.000    0.000    0.000 typing.py:1568(<genexpr>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:422(<listcomp>)
        3    0.000    0.000    0.000    0.000 enum.py:908(<listcomp>)
       39    0.000    0.000    0.000    0.000 pathlib.py:546(__fspath__)
       28    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:540(get_configdir)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 ExifTags.py:359(LightSource)
      852    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      162    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
       50    0.000    0.000    0.000    0.000 _internal.py:869(_ufunc_doc_signature_formatter)
       18    0.000    0.000    0.000    0.000 artist.py:24(_prevent_rasterization)
        1    0.000    0.000    0.000    0.000 patches.py:884(RegularPolygon)
        3    0.000    0.000    0.000    0.000 pathlib.py:909(home)
       51    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:941(update)
       49    0.000    0.000    0.000    0.000 pathlib.py:536(__str__)
      448    0.000    0.000    0.000    0.000 colors.py:338(<genexpr>)
      314    0.000    0.000    0.000    0.000 __init__.py:769(__iter__)
   106/64    0.000    0.000    0.000    0.000 typing.py:1669(__hash__)
       90    0.000    0.000    0.000    0.000 _parser.py:446(_uniq)
        1    0.000    0.000    0.000    0.000 rcsetup.py:97(<listcomp>)
     1141    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
      158    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 helpers.py:1061(<listcomp>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 widgets.py:2038(MultiCursor)
       36    0.000    0.000    0.000    0.000 core.py:4148(<genexpr>)
        4    0.000    0.000    0.000    0.000 colors.py:1644(_make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 {method 'random_sample' of 'numpy.random.mtrand.RandomState' objects}
       12    0.000    0.000    0.000    0.000 datetime.py:592(__new__)
       25    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:555(_get_data_path)
        1    0.000    0.000    0.000    0.000 core.py:6527(__new__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        6    0.000    0.000    0.000    0.000 patches.py:2237(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1512(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1168(Wedge)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
      340    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
       28    0.000    0.000    0.000    0.000 rcsetup.py:64(<dictcomp>)
        1    0.000    0.000    0.000    0.000 image.py:1357(FigureImage)
        6    0.000    0.000    0.000    0.000 enum.py:1499(__or__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3783(FancyBboxPatch)
      248    0.000    0.000    0.000    0.000 typing.py:1664(__eq__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
       27    0.000    0.000    0.000    0.000 __init__.py:1378(_fixupParents)
      147    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
      211    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
      310    0.000    0.000    0.000    0.000 typing.py:1365(__eq__)
        1    0.000    0.000    0.000    0.000 polar.py:803(PolarAxes)
       51    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1686(EllipseCollection)
       38    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
      920    0.000    0.000    0.000    0.000 inspect.py:2743(default)
        1    0.000    0.000    0.000    0.000 image.py:1204(PcolorImage)
       20    0.000    0.000    0.000    0.000 results.py:431(__iadd__)
      783    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
      197    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2536(extend_all)
        7    0.000    0.000    0.000    0.000 __init__.py:902(__set_name__)
        1    0.000    0.000    0.000    0.000 contextlib.py:78(inner)
      720    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1665(Annulus)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1101(AnchoredText)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1486(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1070(Polygon)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1571(_array_str_implementation)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       52    0.000    0.000    0.000    0.000 core.py:3819(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:2634(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:528(PaddedBox)
      455    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 Image.py:465(Image)
      166    0.000    0.000    0.000    0.000 colors.py:659(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:559(get_cachedir)
      139    0.000    0.000    0.000    0.000 core.py:757(preParse)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      778    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x1167cbce0}
       50    0.000    0.000    0.000    0.000 enum.py:770(__getattr__)
        1    0.000    0.000    0.000    0.000 contour.py:77(ContourLabeler)
      346    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
       12    0.000    0.000    0.000    0.000 dataclasses.py:723(_get_field)
        4    0.000    0.000    0.000    0.000 inspect.py:3064(__hash__)
       51    0.000    0.000    0.000    0.000 _parser.py:309(_class_escape)
       78    0.000    0.000    0.000    0.000 util.py:111(set_)
       37    0.000    0.000    0.000    0.000 typing.py:299(_deduplicate)
      103    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 widgets.py:1945(Cursor)
        1    0.000    0.000    0.000    0.000 _adapters.py:42(CompatibilityFiles)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
      222    0.000    0.000    0.000    0.000 transforms.py:1332(<genexpr>)
        4    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
      672    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      242    0.000    0.000    0.000    0.000 core.py:3614(<genexpr>)
      248    0.000    0.000    0.000    0.000 patches.py:2244(<genexpr>)
       28    0.000    0.000    0.000    0.000 pathlib.py:657(stem)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        1    0.000    0.000    0.000    0.000 mathtext.py:151(MathtextBackendPath)
        3    0.000    0.000    0.000    0.000 pathlib.py:1377(expanduser)
       33    0.000    0.000    0.000    0.000 contextlib.py:287(helper)
        1    0.000    0.000    0.000    0.000 widgets.py:3081(ToolHandles)
       56    0.000    0.000    0.000    0.000 typing.py:1287(__getattr__)
       21    0.000    0.000    0.000    0.000 _parser.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 widgets.py:3770(LassoSelector)
       51    0.000    0.000    0.000    0.000 colors.py:384(<genexpr>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
       58    0.000    0.000    0.000    0.000 results.py:191(__getitem__)
        8    0.000    0.000    0.000    0.000 pathlib.py:765(__truediv__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:709(TextArea)
        8    0.000    0.000    0.000    0.000 typing.py:845(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:570(get_data_path)
        1    0.000    0.000    0.000    0.000 collections.py:1768(PatchCollection)
        1    0.000    0.000    0.000    0.000 widgets.py:2970(ToolLineHandles)
        8    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
      379    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
      207    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x10575d4e0}
       78    0.000    0.000    0.000    0.000 util.py:108(get)
      151    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
        2    0.000    0.000    0.000    0.000 core.py:3727(_setResultsName)
       19    0.000    0.000    0.000    0.000 __init__.py:134(check_shape)
        1    0.000    0.000    0.000    0.000 abc.py:56(Traversable)
        1    0.000    0.000    0.000    0.000 core.py:2613(Word)
        8    0.000    0.000    0.000    0.000 core.py:4758(__init__)
      344    0.000    0.000    0.000    0.000 enum.py:796(<genexpr>)
      281    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
      222    0.000    0.000    0.000    0.000 transforms.py:1338(<genexpr>)
        8    0.000    0.000    0.000    0.000 pathlib.py:530(_make_child)
       49    0.000    0.000    0.000    0.000 typing.py:1641(<genexpr>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:1369(_missing_)
        1    0.000    0.000    0.000    0.000 core.py:134(Diagnostics)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        1    0.000    0.000    0.000    0.000 __init__.py:33(__getattr__)
        1    0.000    0.000    0.000    0.000 widgets.py:994(CheckButtons)
       18    0.000    0.000    0.000    0.000 cycler.py:135(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:431(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 getlimits.py:476(__new__)
      222    0.000    0.000    0.000    0.000 patches.py:2237(<genexpr>)
       51    0.000    0.000    0.000    0.000 shape_base.py:218(_vhstack_dispatcher)
       17    0.000    0.000    0.000    0.000 rcsetup.py:273(validate_color_or_auto)
       95    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
        4    0.000    0.000    0.000    0.000 colors.py:1662(Norm)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
      170    0.000    0.000    0.000    0.000 textwrap.py:479(predicate)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       14    0.000    0.000    0.000    0.000 core.py:8239(_replace_return_type)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ndim)
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
       63    0.000    0.000    0.000    0.000 inspect.py:2077(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 transforms.py:1766(AffineBase)
        2    0.000    0.000    0.000    0.000 core.py:528(set_results_name)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
      101    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        8    0.000    0.000    0.000    0.000 core.py:5716(<genexpr>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(inv)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.000    0.000 widgets.py:4205(Lasso)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
        6    0.000    0.000    0.000    0.000 pathlib.py:1245(is_dir)
       40    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      450    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
       54    0.000    0.000    0.000    0.000 linalg.py:112(_makearray)
        1    0.000    0.000    0.000    0.000 linalg.py:469(inv)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
        1    0.000    0.000    0.000    0.000 core.py:276(reload_library)
       32    0.000    0.000    0.000    0.000 warnings.py:466(__enter__)
        6    0.000    0.000    0.000    0.000 core.py:5711(<lambda>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       20    0.000    0.000    0.000    0.000 core.py:959(reset_cache)
        6    0.000    0.000    0.000    0.000 core.py:4879(__init__)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
      158    0.000    0.000    0.000    0.000 linalg.py:117(isComplexType)
        1    0.000    0.000    0.000    0.000 ticker.py:812(LogFormatter)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 Image.py:136(Transpose)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        2    0.000    0.000    0.000    0.000 types.py:67(new_class)
       29    0.000    0.000    0.000    0.000 __init__.py:1332(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:446(Quiver)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:197(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 ticker.py:1957(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ExifTags.py:340(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:36(Tick)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
      331    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 getlimits.py:509(_init)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
       28    0.000    0.000    0.000    0.000 pathlib.py:877(_make_child_relpath)
      280    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
       40    0.000    0.000    0.000    0.000 pathlib.py:523(_format_parsed_parts)
       28    0.000    0.000    0.000    0.000 rcsetup.py:449(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 threading.py:1402(__init__)
      131    0.000    0.000    0.000    0.000 core.py:1711(set_whitespace_chars)
       33    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
       15    0.000    0.000    0.000    0.000 copyreg.py:113(_slotnames)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
      156    0.000    0.000    0.000    0.000 core.py:1924(__hash__)
        1    0.000    0.000    0.000    0.000 core.py:4757(_MultipleMatch)
      302    0.000    0.000    0.000    0.000 typing.py:1358(<genexpr>)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
        1    0.000    0.000    0.000    0.000 backend_bases.py:151(RendererBase)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        1    0.000    0.000    0.000    0.000 core.py:227(update_user_library)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:248(AitoffAxes)
       97    0.000    0.000    0.000    0.000 exceptions.py:24(__init__)
