#=====================================================
# File created:        Mon-11-Mar-2024-at-08-17-50AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        13.514918
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2538.3788  0.2709 
   00001    0.6676   -3792.3631  0.2838 
   00002    0.6100   -4601.5422  0.2975 
   00003    0.5692   -5137.4425  0.3019 
   00004    0.5320   -5457.5829  0.3151 
   00005    0.5240   -5683.8852  0.3202 
   00006    0.5152   -5880.2412  0.3315 
   00007    0.5004   -6078.3415  0.3297 
   00008    0.4972   -6261.7532  0.3289 
   00009    0.4888   -6438.9249  0.3225 
   00010    0.4812   -6513.8912  0.3367 
   00011    0.4684   -6599.2943  0.3425 
   00012    0.4752   -6653.4235  0.3469 
   00013    0.4640   -6765.6553  0.3563 
   00014    0.4676   -6876.3400  0.3614 
   00015    0.4600   -6898.3160  0.3571 
   00016    0.4632   -6914.0927  0.3585 
   00017    0.4556   -7025.6352  0.3669 
   00018    0.4504   -7039.3987  0.3723 
   00019    0.4412   -7053.7517  0.3761 
   00020    0.4460   -7075.0043  0.3866 
   00021    0.4392   -7124.5829  0.3890 
   00022    0.4320   -7140.5101  0.3935 
   00023    0.4508   -7165.3617  0.4009 
   00024    0.4404   -7222.1727  0.4031 
   00025    0.4320   -7242.7949  0.4075 
   00026    0.4164   -7311.4575  0.4137 
   00027    0.4428   -7311.4523  0.4085 
   00028    0.4356   -7372.3037  0.4108 
   00029    0.4212   -7380.5823  0.4072 
   00030    0.4256   -7383.3509  0.4174 
   00031    0.4212   -7382.5561  0.4256 
   00032    0.4256   -7356.1776  0.4200 
   00033    0.4244   -7378.3650  0.4349 
   00034    0.4252   -7352.4615  0.4287 
   00035    0.4252   -7339.8449  0.4262 
   00036    0.4076   -7407.0946  0.4229 
   00037    0.4300   -7454.9439  0.4237 
   00038    0.4168   -7393.9317  0.4313 
   00039    0.4188   -7412.4966  0.4344 
   00040    0.4252   -7439.6802  0.4368 
   00041    0.4320   -7445.1719  0.4336 
   00042    0.4132   -7475.5347  0.4425 
   00043    0.4328   -7499.9021  0.4457 
   00044    0.4256   -7421.1748  0.4541 
   00045    0.4236   -7435.7867  0.4501 
   00046    0.4336   -7512.9774  0.4518 
   00047    0.4260   -7482.6276  0.4507 
   00048    0.4120   -7477.7596  0.4465 
   00049    0.4188   -7483.0030  0.4453 
   00050    0.4156   -7522.3865  0.4474 
   00051    0.4152   -7576.5707  0.4495 
   00052    0.4236   -7578.6039  0.4479 
   00053    0.4072   -7635.4979  0.4554 
   00054    0.4176   -7583.5914  0.4547 
   00055    0.4144   -7621.8952  0.4541 
   00056    0.3968   -7600.0603  0.4607 
