#=====================================================
# File created:        Mon-11-Mar-2024-at-08-27-04AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.801761
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2437.7168  0.2702 
   00001    0.6864   -3639.5761  0.2579 
   00002    0.6260   -4420.3835  0.2634 
   00003    0.5952   -4898.0232  0.2628 
   00004    0.5656   -5356.5500  0.2670 
   00005    0.5556   -5792.7612  0.2662 
   00006    0.5172   -6177.5725  0.2714 
   00007    0.4868   -6386.1396  0.2763 
   00008    0.5012   -6580.0381  0.2784 
   00009    0.4960   -6711.4848  0.2788 
   00010    0.4956   -6826.9225  0.2859 
   00011    0.4736   -6993.8107  0.2913 
   00012    0.4848   -7074.5636  0.2950 
   00013    0.4728   -7213.0744  0.2971 
   00014    0.4492   -7310.2553  0.3031 
   00015    0.4640   -7400.9027  0.3140 
   00016    0.4668   -7461.9733  0.3178 
   00017    0.4620   -7533.4949  0.3224 
   00018    0.4572   -7547.3166  0.3251 
   00019    0.4348   -7563.4800  0.3243 
   00020    0.4356   -7632.0194  0.3247 
   00021    0.4576   -7622.4154  0.3227 
   00022    0.4428   -7668.9366  0.3299 
   00023    0.4324   -7733.8822  0.3347 
   00024    0.4316   -7731.0580  0.3403 
   00025    0.4272   -7815.8065  0.3395 
   00026    0.4352   -7836.8312  0.3386 
   00027    0.4332   -7822.8010  0.3370 
   00028    0.4316   -7854.6911  0.3453 
   00029    0.4268   -7940.5268  0.3416 
   00030    0.4288   -7916.7804  0.3471 
   00031    0.4332   -7911.8381  0.3533 
   00032    0.4480   -7961.0403  0.3519 
   00033    0.4408   -7985.3820  0.3578 
   00034    0.4000   -7995.2519  0.3581 
   00035    0.4260   -7986.8816  0.3542 
   00036    0.4260   -8045.8383  0.3572 
   00037    0.4168   -8072.7389  0.3606 
   00038    0.4264   -8072.2754  0.3575 
   00039    0.4192   -8073.1007  0.3585 
   00040    0.4192   -8040.9921  0.3607 
   00041    0.4340   -8090.4948  0.3660 
   00042    0.4244   -8082.7986  0.3642 
   00043    0.4324   -8054.0499  0.3633 
   00044    0.4324   -8094.3499  0.3637 
   00045    0.4140   -8134.1407  0.3682 
   00046    0.4220   -8134.6287  0.3691 
   00047    0.4328   -8163.7942  0.3678 
   00048    0.4224   -8142.0272  0.3700 
   00049    0.4272   -8132.6511  0.3697 
   00050    0.4176   -8167.9739  0.3804 
