#=====================================================
# File created:        Mon-11-Mar-2024-at-05-43-08AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        13.143870
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2634.8729  0.2657 
   00001    0.6844   -3776.6133  0.2608 
   00002    0.6100   -4535.0572  0.2536 
   00003    0.5764   -5049.8298  0.2652 
   00004    0.5588   -5497.6480  0.2725 
   00005    0.5228   -5873.6227  0.2777 
   00006    0.5208   -6175.0595  0.2669 
   00007    0.5108   -6402.9765  0.2735 
   00008    0.4968   -6591.2404  0.2797 
   00009    0.4796   -6725.5546  0.2762 
   00010    0.4856   -6888.2757  0.2874 
   00011    0.4840   -7003.2283  0.2848 
   00012    0.4740   -7119.7444  0.2887 
   00013    0.4580   -7224.9238  0.2935 
   00014    0.4772   -7358.5865  0.2931 
   00015    0.4448   -7401.4922  0.2867 
   00016    0.4272   -7486.1090  0.2871 
   00017    0.4776   -7561.2372  0.2858 
   00018    0.4684   -7596.4580  0.2972 
   00019    0.4352   -7619.2467  0.3016 
   00020    0.4520   -7655.7672  0.3022 
   00021    0.4732   -7686.8284  0.2981 
   00022    0.4496   -7764.8256  0.3090 
   00023    0.4456   -7808.1354  0.3097 
   00024    0.4416   -7811.0415  0.3079 
   00025    0.4272   -7815.1781  0.3086 
   00026    0.4148   -7861.3854  0.3072 
   00027    0.4320   -7874.8966  0.3106 
   00028    0.4316   -7897.7685  0.3143 
   00029    0.4504   -7912.7154  0.3088 
   00030    0.4424   -7917.5806  0.3136 
   00031    0.4324   -7952.2245  0.3163 
   00032    0.4372   -7914.2478  0.3218 
   00033    0.4360   -7965.0687  0.3211 
   00034    0.4204   -7952.8805  0.3231 
   00035    0.4248   -7962.3651  0.3213 
   00036    0.4416   -8006.4830  0.3263 
   00037    0.4384   -8056.5056  0.3347 
   00038    0.4224   -8049.0598  0.3317 
   00039    0.4200   -8042.3689  0.3371 
   00040    0.4368   -8021.3683  0.3370 
   00041    0.4340   -8037.1115  0.3389 
   00042    0.4208   -8048.0922  0.3401 
   00043    0.4160   -8067.1908  0.3390 
   00044    0.4200   -8130.9985  0.3488 
   00045    0.4128   -8148.8747  0.3446 
