#=====================================================
# File created:        Tue-12-Mar-2024-at-09-21-24AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.265819
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2524.0252  0.2603 
   00001    0.6920   -3720.1870  0.2781 
   00002    0.6084   -4494.1836  0.2735 
   00003    0.5532   -4945.9636  0.2674 
   00004    0.5376   -5226.5678  0.2658 
   00005    0.5300   -5443.4799  0.2724 
   00006    0.5172   -5651.2009  0.2638 
   00007    0.5004   -5811.6886  0.2665 
   00008    0.5016   -5973.7007  0.2691 
   00009    0.4700   -6118.3615  0.2708 
   00010    0.4932   -6265.3331  0.2658 
   00011    0.4488   -6353.6838  0.2577 
   00012    0.4572   -6417.7085  0.2580 
   00013    0.4640   -6484.3521  0.2573 
   00014    0.4672   -6498.9877  0.2589 
   00015    0.4664   -6620.7257  0.2619 
   00016    0.4584   -6667.0883  0.2537 
   00017    0.4340   -6757.2012  0.2549 
   00018    0.4392   -6742.7804  0.2573 
   00019    0.4644   -6800.5796  0.2597 
   00020    0.4380   -6878.4442  0.2664 
   00021    0.4516   -6919.3570  0.2700 
   00022    0.4424   -6899.6970  0.2625 
   00023    0.4432   -6938.4600  0.2634 
   00024    0.4436   -6954.9741  0.2686 
   00025    0.4288   -6928.5237  0.2641 
   00026    0.4212   -6874.2175  0.2611 
   00027    0.4564   -6910.3760  0.2639 
   00028    0.4544   -6946.1242  0.2673 
   00029    0.4356   -6996.9236  0.2708 
   00030    0.4476   -6994.8632  0.2721 
   00031    0.4660   -7005.7510  0.2645 
   00032    0.4328   -6946.4688  0.2737 
   00033    0.4552   -6955.6321  0.2846 
   00034    0.4244   -7027.1044  0.2786 
   00035    0.4300   -7051.0917  0.2821 
   00036    0.4512   -7049.2889  0.2777 
   00037    0.4368   -7055.9728  0.2702 
   00038    0.4208   -7153.3367  0.2712 
   00039    0.4532   -7118.4126  0.2666 
   00040    0.4444   -7170.8420  0.2726 
   00041    0.4328   -7163.3851  0.2738 
   00042    0.4192   -7173.7845  0.2748 
   00043    0.4244   -7192.7391  0.2703 
   00044    0.4284   -7189.1776  0.2709 
   00045    0.4252   -7200.3019  0.2685 
   00046    0.4200   -7240.2473  0.2720 
   00047    0.4368   -7270.5776  0.2781 
   00048    0.4312   -7249.5067  0.2757 
   00049    0.4432   -7257.9727  0.2703 
   00050    0.4136   -7238.8698  0.2740 
   00051    0.4236   -7290.6004  0.2765 
   00052    0.4048   -7340.5843  0.2790 
   00053    0.4280   -7332.0352  0.2848 
   00054    0.4364   -7393.0273  0.2809 
   00055    0.4252   -7346.0697  0.2880 
   00056    0.4292   -7373.5242  0.2873 
   00057    0.4332   -7367.0954  0.2932 
   00058    0.4172   -7372.6970  0.2940 
   00059    0.4196   -7374.9404  0.2922 
   00060    0.4356   -7397.3880  0.2954 
   00061    0.4216   -7365.7848  0.2880 
   00062    0.4376   -7329.2688  0.2866 
   00063    0.4340   -7373.6302  0.2804 
   00064    0.4280   -7366.0844  0.2778 
   00065    0.4264   -7333.3100  0.2786 
   00066    0.4332   -7387.3338  0.2729 
   00067    0.4244   -7386.4586  0.2745 
   00068    0.4128   -7408.2114  0.2703 
   00069    0.4212   -7465.3865  0.2776 
   00070    0.4148   -7374.4563  0.2740 
   00071    0.4428   -7374.0910  0.2752 
   00072    0.4292   -7390.5938  0.2823 
   00073    0.4080   -7371.3868  0.2787 
   00074    0.4024   -7398.4690  0.2769 
   00075    0.4308   -7448.2556  0.2796 
