#=====================================================
# File created:        Tue-12-Mar-2024-at-02-24-42AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        1.268142
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2536.0825  0.2533 
   00001    0.6684   -3837.3085  0.2588 
   00002    0.6000   -4545.0482  0.2619 
   00003    0.5748   -5020.0028  0.2671 
   00004    0.5316   -5281.5633  0.2658 
   00005    0.5160   -5511.2393  0.2760 
   00006    0.5052   -5704.5605  0.2643 
   00007    0.5068   -5837.6915  0.2772 
   00008    0.4892   -5968.8863  0.2905 
   00009    0.5052   -6034.7944  0.3004 
   00010    0.4896   -6174.7788  0.2993 
   00011    0.4692   -6213.7065  0.2948 
   00012    0.4724   -6344.1162  0.2969 
   00013    0.4548   -6415.7134  0.2938 
   00014    0.4644   -6453.9174  0.2908 
   00015    0.4656   -6535.0739  0.2953 
   00016    0.4688   -6546.7868  0.2968 
   00017    0.4600   -6699.7206  0.3038 
   00018    0.4524   -6701.0623  0.3059 
   00019    0.4568   -6774.4396  0.3142 
   00020    0.4424   -6832.7746  0.3121 
   00021    0.4628   -6903.0738  0.3096 
   00022    0.4288   -6921.8318  0.3127 
   00023    0.4336   -6935.2896  0.3107 
   00024    0.4392   -6933.0772  0.3047 
   00025    0.4508   -6957.6794  0.2975 
   00026    0.4428   -6960.0635  0.2878 
   00027    0.4304   -6933.6381  0.2923 
   00028    0.4460   -6956.4525  0.2880 
   00029    0.4500   -6991.8374  0.3013 
   00030    0.4284   -7009.7000  0.3063 
   00031    0.4548   -7035.8664  0.3041 
   00032    0.4484   -7070.0151  0.3072 
   00033    0.4456   -7114.3683  0.3152 
   00034    0.4124   -7088.2401  0.3150 
   00035    0.4396   -7101.1675  0.3205 
   00036    0.4516   -7146.4348  0.3217 
   00037    0.4312   -7149.7295  0.3301 
   00038    0.4228   -7200.6487  0.3303 
   00039    0.4252   -7132.9552  0.3285 
   00040    0.4528   -7112.1872  0.3334 
   00041    0.4400   -7185.8673  0.3396 
   00042    0.4312   -7285.5257  0.3321 
   00043    0.4336   -7283.9924  0.3252 
   00044    0.4280   -7341.0323  0.3324 
   00045    0.4284   -7251.4598  0.3287 
   00046    0.3972   -7281.1649  0.3308 
   00047    0.4208   -7290.7495  0.3289 
   00048    0.4232   -7272.7064  0.3350 
   00049    0.4216   -7242.3702  0.3286 
   00050    0.4396   -7289.4971  0.3274 
   00051    0.4140   -7304.8953  0.3301 
   00052    0.4356   -7283.7901  0.3337 
   00053    0.4464   -7311.9747  0.3447 
   00054    0.4332   -7306.0730  0.3466 
   00055    0.4384   -7285.6841  0.3535 
   00056    0.4144   -7317.7209  0.3592 
   00057    0.4168   -7374.4867  0.3629 
   00058    0.4076   -7329.1422  0.3539 
   00059    0.4300   -7359.8201  0.3597 
   00060    0.4264   -7374.1459  0.3556 
   00061    0.4212   -7382.7334  0.3505 
   00062    0.4220   -7364.3864  0.3618 
   00063    0.4376   -7312.4923  0.3558 
   00064    0.4340   -7289.1912  0.3551 
   00065    0.4244   -7324.8866  0.3578 
   00066    0.4308   -7351.8086  0.3623 
   00067    0.4400   -7386.5134  0.3639 
   00068    0.4404   -7370.6406  0.3655 
   00069    0.4212   -7413.0093  0.3555 
   00070    0.4292   -7419.5875  0.3561 
   00071    0.4184   -7387.8943  0.3561 
   00072    0.4332   -7389.6151  0.3556 
   00073    0.4224   -7393.6596  0.3604 
   00074    0.4244   -7418.7302  0.3624 
   00075    0.4184   -7443.6044  0.3568 
   00076    0.4124   -7429.8386  0.3618 
   00077    0.4244   -7477.2492  0.3651 
   00078    0.4180   -7459.8795  0.3664 
   00079    0.4120   -7478.0960  0.3700 
   00080    0.4164   -7454.0266  0.3606 
   00081    0.4116   -7483.7236  0.3525 
   00082    0.4228   -7466.8723  0.3556 
   00083    0.4472   -7476.4296  0.3526 
   00084    0.4256   -7482.6057  0.3513 
   00085    0.4216   -7519.2723  0.3384 
   00086    0.4140   -7522.9616  0.3396 
   00087    0.4312   -7529.7861  0.3420 
   00088    0.4264   -7511.8070  0.3444 
   00089    0.4172   -7498.0871  0.3423 
   00090    0.4220   -7489.3142  0.3454 
   00091    0.4100   -7522.9442  0.3485 
   00092    0.4124   -7490.6574  0.3446 
   00093    0.4188   -7477.7315  0.3520 
   00094    0.3916   -7501.1812  0.3490 
   00095    0.4176   -7495.2355  0.3410 
   00096    0.4140   -7560.5073  0.3354 
   00097    0.4360   -7518.6913  0.3399 
   00098    0.4176   -7502.9595  0.3478 
   00099    0.4032   -7523.6063  0.3451 
   00100    0.4228   -7484.1109  0.3420 
   00101    0.4056   -7532.1592  0.3482 
   00102    0.4284   -7527.1089  0.3427 
   00103    0.4252   -7507.2794  0.3458 
   00104    0.4088   -7544.1805  0.3431 
   00105    0.4152   -7528.0483  0.3349 
   00106    0.4172   -7550.1781  0.3311 
   00107    0.4188   -7500.6344  0.3323 
   00108    0.4120   -7414.4287  0.3255 
   00109    0.4308   -7468.2268  0.3279 
   00110    0.4248   -7524.1100  0.3337 
   00111    0.4320   -7475.8246  0.3310 
   00112    0.4268   -7431.9128  0.3282 
   00113    0.4328   -7385.6041  0.3305 
   00114    0.4276   -7396.8575  0.3379 
