#=====================================================
# File created:        Wed-13-Mar-2024-at-12-51-37AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.287304
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2558.7520  0.2608 
   00001    0.6780   -3723.9677  0.2660 
   00002    0.6284   -4482.5795  0.2562 
   00003    0.5824   -5095.3548  0.2609 
   00004    0.5536   -5557.0483  0.2654 
   00005    0.5248   -5892.0180  0.2666 
   00006    0.5244   -6175.5151  0.2771 
   00007    0.5124   -6369.2762  0.2870 
   00008    0.4900   -6522.7897  0.2935 
   00009    0.4876   -6697.6656  0.2908 
   00010    0.4888   -6864.8570  0.2900 
   00011    0.4784   -6983.2058  0.2943 
   00012    0.4652   -7069.9584  0.3045 
   00013    0.4576   -7208.3304  0.3016 
   00014    0.4568   -7320.4695  0.3017 
   00015    0.4552   -7402.5162  0.3112 
   00016    0.4376   -7468.8048  0.3198 
   00017    0.4448   -7487.5953  0.3233 
   00018    0.4388   -7579.3028  0.3245 
   00019    0.4472   -7598.7655  0.3261 
   00020    0.4324   -7636.2382  0.3288 
   00021    0.4372   -7691.6194  0.3294 
   00022    0.4680   -7704.9550  0.3380 
   00023    0.4392   -7771.1713  0.3450 
   00024    0.4404   -7756.9734  0.3470 
   00025    0.4384   -7841.5796  0.3502 
   00026    0.4424   -7847.7234  0.3473 
   00027    0.4408   -7898.0689  0.3522 
   00028    0.4328   -7926.2880  0.3494 
   00029    0.4512   -7934.0718  0.3514 
   00030    0.4368   -7936.7613  0.3579 
   00031    0.4412   -7947.4333  0.3555 
   00032    0.4480   -7971.9745  0.3610 
   00033    0.4392   -7961.9147  0.3638 
   00034    0.4280   -8015.6291  0.3580 
   00035    0.4124   -8003.9875  0.3605 
   00036    0.4252   -8049.9172  0.3625 
   00037    0.4164   -8031.3877  0.3656 
   00038    0.4232   -8083.2919  0.3683 
   00039    0.4172   -8073.0339  0.3690 
   00040    0.4380   -8055.9818  0.3700 
   00041    0.4260   -8065.7695  0.3632 
   00042    0.4352   -8092.4486  0.3589 
   00043    0.4220   -8094.7265  0.3679 
   00044    0.4140   -8073.3002  0.3711 
   00045    0.4064   -8124.0155  0.3714 
   00046    0.4092   -8113.7616  0.3695 
   00047    0.4324   -8126.7059  0.3765 
   00048    0.4176   -8105.5772  0.3791 
   00049    0.4284   -8137.8644  0.3797 
   00050    0.4160   -8152.5060  0.3791 
